SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
4425,Sakti Oushadhalaya (Ayurvedic),Pijushballi Ras,Tablet,Pijushballi Ras,AY-05-A-157
4426,Sakti Oushadhalaya (Ayurvedic),Meha Mudgar Ras,Tablet,Meha Mudgar,AY-05-A-165
4427,Sakti Oushadhalaya (Ayurvedic),Swothkalanal Ras,Tablet,Swothkalanal Ras,AY-05-A-170
4428,Sakti Oushadhalaya (Ayurvedic),Shir Suladri Bajraras,Tablet,Shir Suladri Bajraras,AY-05-A-171
4429,Sakti Oushadhalaya (Ayurvedic),Sidhwa Praneswar,Tablet,Sidhwa Praneswar,AY-05-A-175
4430,Sakti Oushadhalaya (Ayurvedic),Kutajabaleha,Semi-Solid,Kutajabaleha,AY-05-A-182
4431,Sakti Oushadhalaya (Ayurvedic),Bhargigur,Semi-Solid,Bhargigur,AY-05-A-184
4432,Sakti Oushadhalaya (Ayurvedic),Jamani Arka,Liquid,Jamani Arka,AY-05-A-186
4433,Sakti Oushadhalaya (Ayurvedic),Brihat Ashwagandha Ghrita,Liquid,Brihat Ashwagandha Ghrita,AY-05-A-193
4434,Sakti Oushadhalaya (Ayurvedic),Dasamularista,Liquid,Dasamularista,AY-05-A-194
4435,Sakti Oushadhalaya (Ayurvedic),Swarna Banga,Powder,Swarna Banga,AY-05-A-195
4436,Sakti Oushadhalaya (Ayurvedic),Brihat Gurucyadi Taila,Oil (Liquid),Brihat Gurucyadi Taila,AY-05-A-196
4437,Sakti Oushadhalaya (Ayurvedic),Batrakhashi Taila,Oil (Liquid),Batrakhashi Taila,AY-05-A-197
4438,Sakti Oushadhalaya (Ayurvedic),Guduchyadi Louha,Tablet,Guduchydi Louha,AY-05-A-199
4439,Sakti Oushadhalaya (Ayurvedic),Arjunarista,Liquid,Arjunarista,AY-05-A-201
4440,Sakti Oushadhalaya (Ayurvedic),Prasarani Sandhan,Liquid,Prasarani Sandhan,AY-05-A-213
4441,Sakti Oushadhalaya (Ayurvedic),Dantarogari Churna,Powder,Dantarogashani Churna,AY-05-A-214
4442,Sakti Oushadhalaya (Ayurvedic),Kubja Paraarani Taila,Oil (Liquid),Kubja Prasarani Taila,AY-05-A-215
4443,Sakti Oushadhalaya (Ayurvedic),Shri Khameswar Modak,Semi-Solid,Shri Kameswar Modak,AY-05-A-216
4444,Sakti Oushadhalaya (Ayurvedic),Saribadi Bati,Tablet,Saribadi Bati,AY-05-A-217
4445,Sakti Oushadhalaya (Ayurvedic),Sulantak Churna,Powder,Sulantak Churna / Shankhadi Churna,AY-05-A-206
4446,Sakti Oushadhalaya (Ayurvedic),Chandraprabha Gudika,Tablet,Chandraprabha Gudika,AY-05-A-207
4447,Sakti Oushadhalaya (Ayurvedic),Karpur Ras,Tablet,Karpur Ras,AY-05-A-208
4448,Sakti Oushadhalaya (Ayurvedic),Chintamani Ras (Hrid),Tablet,Chintamani Ras (Hrid),AY-05-A-209
4449,Sakti Oushadhalaya (Ayurvedic),Manmathavra Ras,Tablet,Manmathavra Ras,AY-05-A-212
4450,Savarer Madhai Das & Co. (Ay),Aswagandharista,Liquid,Aswagandharista,AY-40-A-001
4451,Savarer Madhai Das & Co. (Ay),Dasamularista,Liquid,Dasamularista,AY-40-A-002
4452,Savarer Madhai Das & Co. (Ay),Punarnavadyarista,Liquid,Punarnavadyarista,AY-40-A-003
4453,Savarer Madhai Das & Co. (Ay),Kanakasav,Liquid,Kanakasav,AY-40-A-004
4454,Savarer Madhai Das & Co. (Ay),Patrangasav,Liquid,Patrangasav,AY-40-A-005
4455,Savarer Madhai Das & Co. (Ay),Kutajarista,Liquid,Kutajarista,AY-40-A-006
4456,Savarer Madhai Das & Co. (Ay),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-40-A-007
4457,Savarer Madhai Das & Co. (Ay),Chandanasav,Liquid,Chandanasav,AY-40-A-008
4458,Savarer Madhai Das & Co. (Ay),Arjunarista,Liquid,Arjunarista,AY-40-A-009
4459,Savarer Madhai Das & Co. (Ay),Draksharista,Liquid,Draksharista,AY-40-A-010
4460,Savarer Madhai Das & Co. (Ay),Ashokarista,Liquid,Ashokarista,AY-40-A-011
4461,Savarer Madhai Das & Co. (Ay),Abhayarista,Liquid,Abhayarista,AY-40-A-012
4462,Savarer Madhai Das & Co. (Ay),Rohitakarista,Liquid,Rohitakarista,AY-40-A-013
4463,Savarer Madhai Das & Co. (Ay),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-40-A-014
4464,Savarer Madhai Das & Co. (Ay),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-40-A-015
4465,Savarer Madhai Das & Co. (Ay),Mustakarista,Liquid,Mustakarista,AY-40-A-016
4466,Savarer Madhai Das & Co. (Ay),Saribadyasav,Liquid,Saribadyasav,AY-40-A-017
4467,Savarer Madhai Das & Co. (Ay),Jambadyarista,Liquid,Jambadyarista,AY-40-A-018
4468,Savarer Madhai Das & Co. (Ay),Louhasav,Liquid,Louhasav,AY-40-A-019
4469,Savarer Madhai Das & Co. (Ay),Brahmirasayan,Liquid,BrahmiRasayan / Sarswatarista,AY-40-A-020
4470,Savarer Madhai Das & Co. (Ay),Vaskar Lavan,Powder,Vaskar Lavan,AY-40-A-021
4471,Savarer Madhai Das & Co. (Ay),Basabaleha,Semi-Solid,Brihat Basabaleha,AY-40-A-022
4472,Savarer Madhai Das & Co. (Ay),Kutajabaleha,Semi-Solid,Kutajabaleha,AY-40-A-023
4473,Savarer Madhai Das & Co. (Ay),Haritaki Khanda,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-40-A-024
4474,Savron Laboratories (Ay) Ltd.,Patrangasav,Syrup,Patrangasav,AY-35-A-001
4475,Savron Laboratories (Ay) Ltd.,Chandanasav,Syrup,Chandanasav,AY-35-A-002
4476,Savron Laboratories (Ay) Ltd.,Ashokarista,Syrup,Ashokarista,AY-35-A-003
4477,Savron Laboratories (Ay) Ltd.,Vasakarista,Syrup,Vasakarista / Vasakasav,AY-35-A-004
4478,Savron Laboratories (Ay) Ltd.,Mustakarista,Syrup,Mustakarista,AY-35-A-005
4479,Savron Laboratories (Ay) Ltd.,Vaskar Lavan,Tablet,Vaskar Lavan,AY-35-A-006
4480,Savron Laboratories (Ay) Ltd.,Louhasav,Syrup,Louhasav,AY-35-A-007
4481,Savron Laboratories (Ay) Ltd.,Arjunarista,Liquid,Arjunarista,AY-35-A-008
4482,Savron Laboratories (Ay) Ltd.,Balarista,Syrup,Balarista,AY-35-A-009
4483,Savron Laboratories (Ay) Ltd.,Raja Prabartini,Tablet,Raja Prabartini Bati,AY-35-A-010
4484,Setu Drug Ayurvedic Laboratoris,DAYMEX,Liquid,Kutajarista,AY-18-A-007
4485,Setu Drug Ayurvedic Laboratoris,FOLIAD,Liquid,Ashokarista,AY-18-A-006
4486,Setu Drug Ayurvedic Laboratoris,TERMID,Liquid,Arjunarista,AY-18-A-005
4487,Setu Drug Ayurvedic Laboratoris,Liverdin,Liquid,Amritarista,AY-18-A-008
4488,Setu Drug Ayurvedic Laboratoris,DECADOL,Liquid,Dasamularista,AY-18-A-004
4489,Setu Drug Ayurvedic Laboratoris,ALCOLIS,Liquid,Chandanasav,AY-18-A-009
4490,Setu Drug Ayurvedic Laboratoris,FERAZEL,Liquid,Bhimras,AY-18-A-012
4491,Setu Drug Ayurvedic Laboratoris,VITAPEPS,Liquid,Balarista,AY-18-A-001
4492,Setu Drug Ayurvedic Laboratoris,RISTACIN,Liquid,Vasakarista / Vasakasav,AY-18-A-002
4493,Setu Drug Ayurvedic Laboratoris,DAYTED,Liquid,Mustakarista,AY-18-A-003
4494,Setu Drug Ayurvedic Laboratoris,LEDAX,Tablet,Raja Prabartini Bati,AY-18-A-011
4495,Setu Drug Ayurvedic Laboratoris,KALAMEGHASAV,Liquid,Kalameghasav,AY-18-A-018
4496,Setu Drug Ayurvedic Laboratoris,DIFOCID,Liquid,Dasanga Kwath,AY-18-A-020
4497,Setu Drug Ayurvedic Laboratoris,S-PLEX,Liquid,Sanjivani Rasayan,AY-18-A-017
4498,Setu Drug Ayurvedic Laboratoris,FERATON,Liquid,Louhasav,AY-18-A-016
4499,Setu Drug Ayurvedic Laboratoris,AMALAKI RASAYAN,Liquid,Amalaki Rasayan,AY-18-A-013
4500,Setu Drug Ayurvedic Laboratoris,TRIFALA CHURNA,Semi-Solid,Trifala Churna,AY-18-A-019
4501,Setu Drug Ayurvedic Laboratoris,CHABON PRASH,Semi-Solid,Chyabanprash,AY-18-A-021
4502,Setu Drug Ayurvedic Laboratoris,VIGOZIN,Tablet,Kamini Vidravan Ras,AY-18-A-015
4503,Setu Drug Ayurvedic Laboratoris,PAUR SIX,Tablet,Ratibilas Bati,AY-18-A-014
4504,Setu Drug Ayurvedic Laboratoris,DAYTIDIN,Tablet,Mahagni Bati,AY-18-A-010
4505,Setu Drug Ayurvedic Laboratoris,Soyavit,Liquid,Soyacal Vitamix,AY-18-A-032
4506,Setu Drug Ayurvedic Laboratoris,S-D Cal,Tablet,Manjistha/Rubia,AY-18-A-033
4507,Setu Drug Ayurvedic Laboratoris,S-Thisol,Capsule,Milk Thistle 70 mg,AY-18-A-034
4508,Setu Drug Ayurvedic Laboratoris,Arshahara bati,Capsule,Arshahara Bati,AY-18-A-035
4509,Setu Drug Ayurvedic Laboratoris,Palodex,Capsule,Saw Palmetto 160 mg,AY-18-A-036
4510,Setu Drug Ayurvedic Laboratoris,Neemsol,Capsule,Neem,AY-18-A-037
4511,Setu Drug Ayurvedic Laboratoris,Rheulax,Tablet,Colchicum,AY-18-A-038
4512,Setu Drug Ayurvedic Laboratoris,Ginkgocap,Capsule,Ginkgo Biloba 120 mg,AY-18-A-039
4513,Setu Drug Ayurvedic Laboratoris,Acnesol,Capsule,Phytolacca,AY-18-A-040
4514,Setu Drug Ayurvedic Laboratoris,Hyssop,Capsule,Hyssop,AY-18-A-041
4515,Setu Drug Ayurvedic Laboratoris,Rauwolfia,Capsule,Rauwolfia,AY-18-A-042
4516,Setu Drug Ayurvedic Laboratoris,Nigella,Capsule,Nigella,AY-18-A-043
4517,Setu Drug Ayurvedic Laboratoris,Spirulina Plus,Capsule,Spirulina,AY-18-A-044
4518,Setu Drug Ayurvedic Laboratoris,Ispagul Spicy,Powder,Ispaghula Husk,AY-18-A-045
4519,Setu Drug Ayurvedic Laboratoris,SD-Zole,Capsule,Pipermint 2 gm/5 ml,AY-18-A-046
4520,Setu Drug Ayurvedic Laboratoris,Kalomegh,Capsule,Kalamegh,AY-18-A-047
4521,Setu Drug Ayurvedic Laboratoris,Babzyme,Liquid,Aravindasav,AY-18-A-048
4522,Setu Drug Ayurvedic Laboratoris,Panosin,Liquid,Prasarani Sandhan,AY-18-A-023
4523,Setu Drug Ayurvedic Laboratoris,SDX-30,Capsule,Swapna Bilash,AY-18-A-022
4524,Setu Drug Ayurvedic Laboratoris,Painsolve,Capsule,Brihat Vat Gajangkush,AY-18-A-031
4525,Setu Drug Ayurvedic Laboratoris,Slimozin,Capsule,Tankan Bati,AY-18-A-030
4526,Setu Drug Ayurvedic Laboratoris,Sinovex,Capsule,Sanjiban Bati,AY-18-A-029
4527,Setu Drug Ayurvedic Laboratoris,Iros-D,Capsule,Darbadi Louha,AY-18-A-028
4528,Setu Drug Ayurvedic Laboratoris,Fair Plus,Capsule,Shibani Bati,AY-18-A-027
4529,Setu Drug Ayurvedic Laboratoris,Diasolve,Capsule,Bahu Mutrantak Ras,AY-18-A-026
4530,Setu Drug Ayurvedic Laboratoris,Fevasin,Capsule,Chintamani Ras (Jwar),AY-18-A-025
4531,Setu Drug Ayurvedic Laboratoris,Jinorex,Capsule,Joubansatadal,AY-18-A-024
4532,Shabeshree Aushadhalaya Ayurvedic,Dasamularista,Tablet,Dasamularista,AY-87-A-001
4533,Shabeshree Aushadhalaya Ayurvedic,Saribadi,Tablet,Saribadi,AY-87-A-002
4534,Shabeshree Aushadhalaya Ayurvedic,Chandanasav,Tablet,Chandanasav,AY-87-A-003
4535,Shabeshree Aushadhalaya Ayurvedic,Amritarista,Tablet,Amritarista,AY-87-A-004
4536,Shabeshree Aushadhalaya Ayurvedic,Kanakasav,Tablet,Kanakasav,AY-87-A-005
4537,Shabeshree Aushadhalaya Ayurvedic,Aswagandharista,Tablet,Aswagandharista,AY-87-A-006
4538,Shabeshree Aushadhalaya Ayurvedic,Punarnavadyarista,Tablet,Punarnavadyarista,AY-87-A-007
4539,Shabeshree Aushadhalaya Ayurvedic,Maha Draksharista,Tablet,Maha Draksharista,AY-87-A-008
4540,Shabeshree Aushadhalaya Ayurvedic,Maha Draksharista,Liquid,Maha Draksharista,AY-87-A-008
4541,Shabeshree Aushadhalaya Ayurvedic,Parpatadyarista,Liquid,Parpatadyarista,AY-87-A-009
4542,Shabeshree Aushadhalaya Ayurvedic,Rohitakarista,Liquid,Rohitakarista,AY-87-A-010
4543,Shabeshree Aushadhalaya Ayurvedic,Ashokarista,Liquid,Ashokarista,AY-87-A-012
4544,Shabeshree Aushadhalaya Ayurvedic,Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-87-A-013
4545,Shabeshree Aushadhalaya Ayurvedic,Kutajarista,Liquid,Kutajarista,AY-87-A-014
4546,Shabeshree Aushadhalaya Ayurvedic,Patrangasav,Liquid,Patrangasav,AY-87-A-015
4547,Shabeshree Aushadhalaya Ayurvedic,Kamini Vidravan Ras,Tablet,Kamini Vidravan Ras,AY-87-A-016
4548,Shabeshree Aushadhalaya Ayurvedic,Pradarantak Louha,Tablet,Pradarantak Louha,AY-87-A-017
4549,Shabeshree Aushadhalaya Ayurvedic,Chyabanprash,Semi-Solid,Chyabanprash,AY-87-A-018
4550,Shabeshree Aushadhalaya Ayurvedic,Sukrasanjibani,Semi-Solid,Sukrasanjibani Modak,AY-87-A-019
4551,Shabeshree Aushadhalaya Ayurvedic,Vasakarista,Liquid,Vasakarista / Vasakasav,AY-87-A-020
4552,Shabeshree Aushadhalaya Ayurvedic,Mustakarista,Liquid,Mustakarista,AY-87-A-021
4553,Shabeshree Aushadhalaya Ayurvedic,Vaskar Lavan,Powder,Vaskar Lavan,AY-87-A-022
4554,Shabeshree Aushadhalaya Ayurvedic,Panchatikta Grita Guggulu,Semi-Solid,Panchatikta Grita Guggulu,AY-87-A-023
4555,Shabeshree Aushadhalaya Ayurvedic,Brihat Bangeswar,Tablet,Brihat Bangeswar,AY-87-A-024
4556,Shabeshree Aushadhalaya Ayurvedic,Naradiya Mahalaskmi Bilas,Tablet,Naradiya Mahalaskmi Bilas,AY-87-A-025
4557,Shabeshree Aushadhalaya Ayurvedic,Brihat Purnachandra Ras,Tablet,Brihat Purnachandra Ras,AY-87-A-026
4558,Shabeshree Aushadhalaya Ayurvedic,Brihat Sarvajwar Har Louha,Tablet,Brihat Sarvajwar Har Louha,AY-87-A-027
4559,Shabeshree Aushadhalaya Ayurvedic,Biranga Louha,Tablet,Biranga Louha,AY-87-A-028
4560,Shabeshree Aushadhalaya Ayurvedic,Dashan Sanskar Churna,Powder,Dashan Sanskar Churna,AY-87-A-029
4561,Shabeshree Aushadhalaya Ayurvedic,Slesma Sailendra Ras,Tablet,Slesma Sailendra Ras,AY-87-A-030
4562,Shadhona Aushadhalaya Ltd. (Ayurvedic),Abhayarista,Liquid,Abhayarista,AY-4-A-069
4563,Shadhona Aushadhalaya Ltd. (Ayurvedic),Amritarista,Liquid,Amritarista,AY-4-A-070
4564,Shadhona Aushadhalaya Ltd. (Ayurvedic),Arjunarista,Liquid,Arjunarista,AY-4-A-063
4565,Shadhona Aushadhalaya Ltd. (Ayurvedic),Ashokarista,Liquid,Ashokarista,AY-4-A-062
4566,Shadhona Aushadhalaya Ltd. (Ayurvedic),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-4-A-052
4567,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chandanasav,Liquid,Chandanasav,AY-4-A-061
4568,Shadhona Aushadhalaya Ltd. (Ayurvedic),Kutajarista,Liquid,Kutajarista,AY-4-A-071
4569,Shadhona Aushadhalaya Ltd. (Ayurvedic),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-4-A-055
4570,Shadhona Aushadhalaya Ltd. (Ayurvedic),Dasamularista,Liquid,Dasamularista,AY-4-A-053
4571,Shadhona Aushadhalaya Ltd. (Ayurvedic),Patrangasav,Liquid,Patrangasav,AY-4-A-050
4572,Shadhona Aushadhalaya Ltd. (Ayurvedic),Punarnavadyarista,Liquid,Punarnavadyarista,AY-4-A-060
4573,Shadhona Aushadhalaya Ltd. (Ayurvedic),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-4-A-085
4574,Shadhona Aushadhalaya Ltd. (Ayurvedic),BrahmiRasayan,Liquid,BrahmiRasayan / Sarswatarista,AY-4-A-064
4575,Shadhona Aushadhalaya Ltd. (Ayurvedic),Aswagandharista,Liquid,Aswagandharista,AY-4-A-057
4576,Shadhona Aushadhalaya Ltd. (Ayurvedic),Maha Draksharista,Liquid,Maha Draksharista,AY-4-A-056
4577,Shadhona Aushadhalaya Ltd. (Ayurvedic),Rohitakarista,Liquid,Rohitakarista,AY-4-A-084
4578,Shadhona Aushadhalaya Ltd. (Ayurvedic),Saribadyarista,Liquid,Saribadyarista,AY-4-A-119
4579,Shadhona Aushadhalaya Ltd. (Ayurvedic),Jambadyarista,Liquid,Jambadyarista,AY-4-A-058
4580,Shadhona Aushadhalaya Ltd. (Ayurvedic),Balarista,Liquid,Balarista,AY-4-A-076
4581,Shadhona Aushadhalaya Ltd. (Ayurvedic),Louhasav,Liquid,Louhasav,AY-4-A-059
4582,Shadhona Aushadhalaya Ltd. (Ayurvedic),Kankasav,Liquid,Kanakasav,AY-4-A-073
4583,Shadhona Aushadhalaya Ltd. (Ayurvedic),Kankayan Gudika,Tablet,Kankayan Gudika,AY-4-A-167
4584,Shadhona Aushadhalaya Ltd. (Ayurvedic),Krishna Chaturmukha,Tablet,Krishna Chaturmukha,AY-4-A-317
4585,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chintamoni Chaturmukha,Tablet,Chintamani Chaturmukha,AY-4-A-132
4586,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chintamoni Ras (Vat),Tablet,Chintamani Ras (Vat),AY-4-A-152
4587,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chintamani Ras,Tablet,Chintamani Ras (Hrid),AY-4-A-177
4588,Shadhona Aushadhalaya Ltd. (Ayurvedic),Dhatri Louha,Tablet,Dhatri Louha,AY-4-A-332
4589,Shadhona Aushadhalaya Ltd. (Ayurvedic),Nabayas Louha,Tablet,Nabayas Louha,AY-4-A-005
4590,Shadhona Aushadhalaya Ltd. (Ayurvedic),Naradiya Mahalaskmi Bilas,Tablet,Naradiya Mahalaskmi Bilas,AY-4-A-327
4591,Shadhona Aushadhalaya Ltd. (Ayurvedic),Pittantak Ras,Tablet,Pittantak Ras,AY-4-A-150
4592,Shadhona Aushadhalaya Ltd. (Ayurvedic),Pijushballi Ras,Tablet,Pijushballi Ras,AY-4-A-018
4593,Shadhona Aushadhalaya Ltd. (Ayurvedic),Pradarantak Ras,Tablet,Pradarantak Ras,AY-4-A-153
4594,Shadhona Aushadhalaya Ltd. (Ayurvedic),Prameha Chintamani,Tablet,Prameha Chintamani,AY-4-A-358
4595,Shadhona Aushadhalaya Ltd. (Ayurvedic),Bajra Khar,Khar,Bajra Khar,AY-4-A-124
4596,Shadhona Aushadhalaya Ltd. (Ayurvedic),Basanta Kusumakar,Tablet,Basanta Kusumakar Ras,AY-4-A-318
4597,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Agnikumar Ras,Tablet,Brihat Agnikumar Ras (Agnimandaya),AY-4-A-319
4598,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Khadir Batika,Tablet,Brihat Khadir Batika,AY-4-A-344
4599,Shadhona Aushadhalaya Ltd. (Ayurvedic),Guduchydi Louha,Tablet,Guduchydi Louha,AY-4-A-140
4600,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Purnachandra Ras,Tablet,Brihat Purnachandra Ras,AY-4-A-384
4601,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Bangeswar,Tablet,Brihat Bangeswar,AY-4-A-14
4602,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat vat Gajangkush,Tablet,Brihat Vat Gajangkush,AY-4-A-009
4603,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Bat Chintamani,Tablet,Brihat Bat Chintamani,AY-4-A-10
4604,Shadhona Aushadhalaya Ltd. (Ayurvedic),Jakridari Louha,Tablet,Jakridari Louha,AY-4-A-158
4605,Shadhona Aushadhalaya Ltd. (Ayurvedic),Labangadi Bati,Tablet,Labangadi Bati,AY-4-A-165
4606,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Sarvajwar Har Louha,Tablet,Brihat Sarvajwar Har Louha,AY-4-A-013
4607,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Somnath ras,Tablet,Brihat Somnath Ras,AY-4-A-011
4608,Shadhona Aushadhalaya Ltd. (Ayurvedic),Bhubaneswar,Tablet,Bhubaneswar,AY-4-A-174
4609,Shadhona Aushadhalaya Ltd. (Ayurvedic),Makaradhwaj Ras,Tablet,Makaradhwaj Ras,AY-4-A-356
4610,Shadhona Aushadhalaya Ltd. (Ayurvedic),Makardhwaj Rasayan,Tablet,Makardhwaj Rasayan,AY-4-A-301
4611,Shadhona Aushadhalaya Ltd. (Ayurvedic),Manmathavra,Tablet,Manmathavra Ras,AY-4-A-395
4612,Shadhona Aushadhalaya Ltd. (Ayurvedic),Manikya Ras,Tablet,Manikya Ras,AY-4-A-284
4613,Shadhona Aushadhalaya Ltd. (Ayurvedic),Mahagandak,Tablet,Mahagandak,AY-4-A-004
4614,Shadhona Aushadhalaya Ltd. (Ayurvedic),Mahalaksmi Bilas,Tablet,Mahalaksmi Bilas (Shirorog),AY-4-A-012
4615,Shadhona Aushadhalaya Ltd. (Ayurvedic),Mahasankha Bati,Tablet,Mahasankha Bati,AY-4-A-003
4616,Shadhona Aushadhalaya Ltd. (Ayurvedic),Jogendra Ras,Tablet,Jogendra Ras,AY-4-A-031
4617,Shadhona Aushadhalaya Ltd. (Ayurvedic),Raja Prabartini,Tablet,Raja Prabartini Bati,AY-4-A-006
4618,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chandramrita Ras,Tablet,Chandramrita Ras,AY-4-A-205
4619,Shadhona Aushadhalaya Ltd. (Ayurvedic),Saribadi Bati,Tablet,Saribadi Bati,AY-4-A-121
4620,Shadhona Aushadhalaya Ltd. (Ayurvedic),Hemnath ras,Tablet,Hemnath Ras,AY-4-A-186
4621,Shadhona Aushadhalaya Ltd. (Ayurvedic),Talishadi Churna,Powder,Talishadi Churna,AY-4-A-067
4622,Shadhona Aushadhalaya Ltd. (Ayurvedic),Vaskar Lavan,Powder,Vaskar Lavan,AY-4-A-112
4623,Shadhona Aushadhalaya Ltd. (Ayurvedic),Mritunjoy Ras,Tablet,Mritunjoy Ras,AY-4-A-015
4624,Shadhona Aushadhalaya Ltd. (Ayurvedic),Nasta Puspantak Ras,Tablet,Nasta Puspantak Ras,AY-4-A-136
4625,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Kamchuramani Ras,Tablet,Brihat Kamchuramani,AY-4-A-214
4626,Shadhona Aushadhalaya Ltd. (Ayurvedic),Panchanan Ras Louha,Tablet,Panchanan Ras Louha,AY-4-A-218
4627,Shadhona Aushadhalaya Ltd. (Ayurvedic),Vat Raktantak Ras,Tablet,Vat Raktantak Ras,AY-4-A-219
4628,Shadhona Aushadhalaya Ltd. (Ayurvedic),Ambatari Bati,Tablet,Ambatari Bati,AY-4-A-222
4629,Shadhona Aushadhalaya Ltd. (Ayurvedic),Bangastak,Tablet,Bangastak,AY-4-A-225
4630,Shadhona Aushadhalaya Ltd. (Ayurvedic),Val Kulantak,Tablet,Vat Kulantak,AY-4-A-163
4631,Shadhona Aushadhalaya Ltd. (Ayurvedic),Satamulayadi Louha,Tablet,Satamulayadi Louha,AY-4-A-273
4632,Shadhona Aushadhalaya Ltd. (Ayurvedic),Pippalyadi Louha,Tablet,Pippalyadi Louha,AY-4-A-312
4633,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chandrakanti Ras,Tablet,Chandrakanti Ras,AY-4-A-328
4634,Shadhona Aushadhalaya Ltd. (Ayurvedic),Val Rogantak Ras,Tablet,Val Rogantak,AY-4-A-336
4635,Shadhona Aushadhalaya Ltd. (Ayurvedic),Pradarari Louha,Tablet,Pradarari Louha,AY-4-A-338
4636,Shadhona Aushadhalaya Ltd. (Ayurvedic),Somnath Ras,Tablet,Somnath Ras,AY-4-A-340
4637,Shadhona Aushadhalaya Ltd. (Ayurvedic),Panchamrita Louha Guggulu,Tablet,Panchamrita Louha Guggulu,AY-4-A-341
4638,Shadhona Aushadhalaya Ltd. (Ayurvedic),Hinguleswar,Tablet,Hinguleswar,AY-4-A-348
4639,Shadhona Aushadhalaya Ltd. (Ayurvedic),Basantamalati,Tablet,Basantamalati Ras,AY-4-A-349
4640,Shadhona Aushadhalaya Ltd. (Ayurvedic),Amlapittantak Churna,Tablet,Amlapittantak Churna,AY-4-A-378
4641,Shadhona Aushadhalaya Ltd. (Ayurvedic),Vat Slesmantak Ras,Tablet,Vat Slesmantak Ras,AY-4-A-400
4642,Shadhona Aushadhalaya Ltd. (Ayurvedic),Kitari  Ras,Tablet,Kitari Ras,AY-4-A-002
4643,Shadhona Aushadhalaya Ltd. (Ayurvedic),Eladi Gudika,Tablet,Eladi Gudika,AY-4-A-093
4644,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chandraprabha Ras,Tablet,Chandraprabha Ras,AY-4-A-127
4645,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chitrak Gurika,Tablet,Chitrak Gurika,AY-4-A-148
4646,Shadhona Aushadhalaya Ltd. (Ayurvedic),Chandrangshu Ras,Tablet,Chandrangshu Ras,AY-4-A-160
4647,Shadhona Aushadhalaya Ltd. (Ayurvedic),Gulmakalanal Ras,Tablet,Gulmakalanal Ras,AY-4-A-152
4648,Shadhona Aushadhalaya Ltd. (Ayurvedic),Bridhibadhika Bati,Tablet,Bridhibadhika Bati,AY-4-A-200
4649,Shadhona Aushadhalaya Ltd. (Ayurvedic),Saraguna Balijarita Makardwaja,Powder,Saraguna Balijarita Makardwaja,AY-4-A-098
4650,Shadhona Aushadhalaya Ltd. (Ayurvedic),Sidha Makardwaja,Tablet,Sidha Makardwaja,AY-4-A-101
4651,Shadhona Aushadhalaya Ltd. (Ayurvedic),Abhaya Lavan,Powder,Abhaya Lavan,AY-4-A-058
4652,Shadhona Aushadhalaya Ltd. (Ayurvedic),Basakusmanda Khanda,Semi-Solid,Basakusmanda Khanda,AY-4-A-360
4653,Shadhona Aushadhalaya Ltd. (Ayurvedic),Kutajabaleha,Semi-Solid,Kutajabaleha,AY-4-A-357
4654,Shadhona Aushadhalaya Ltd. (Ayurvedic),Shri Madnananda,Semi-Solid,Shri Madanananda Modak,AY-4-A-379
4655,Shadhona Aushadhalaya Ltd. (Ayurvedic),Kushabaleha,Semi-Solid,Kushabaleha,AY-4-A-089
4656,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Jirakadya Modak,Semi-Solid,Brihat Jirakadya Modak,AY-4-A-094
4657,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Jogaraj Guggulu,Powder,Brihat Jogaraj Guggulu,AY-4-A-090
4658,Shadhona Aushadhalaya Ltd. (Ayurvedic),Brihat Basabaleha,Semi-Solid,Brihat Basabaleha,AY-4-A-095
