SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
715,Opsonin Herbal & Neutraceutical Ltd.,Adolef,Syrup,Basak + Darchini + Elach + Gul Marich + Haritaki + Jashthi Madhu + Karkat Sringi + Katfal + Kur + Labanga + Pipul + Sunthi + Tejpata,033-002-94
716,Opsonin Herbal & Neutraceutical Ltd.,Natlina,Capsule,Spirulina,033-003-94
717,Opsonin Herbal & Neutraceutical Ltd.,Holly Seed,Capsule,Black Seed Oil,033-001-94
718,Optimum Pharmaceuticals (Herbal),Infecnocea,Capsule,Echinacea,013-005-94
719,Optimum Pharmaceuticals (Herbal),Lipilow,Capsule,Allium Sativum,013-006-94
720,Optimum Pharmaceuticals (Herbal),Fertile Q 10,Capsule,Coenzyme Q-10,013-007-94
721,Optimum Pharmaceuticals (Herbal),Reboost,Capsule,Withania Somnifera,013-008-94
722,Optimum Pharmaceuticals (Herbal),Low Tens,Capsule,Sarpagondha,013-009-94
723,Optimum Pharmaceuticals (Herbal),Erectob,Tablet,Yohimbine Hydrochloride,013-010-94
724,Optimum Pharmaceuticals (Herbal),Diamum,Capsule,Gurmar + Methi Seed,013-011-94
725,Optimum Pharmaceuticals (Herbal),Smilon,Capsule,Muira Puama,013-012-94
726,Optimum Pharmaceuticals (Herbal),Constipen,Powder,Ispaghula Husk + Senna,013-013-94
727,Optimum Pharmaceuticals (Herbal),Oximum,Syrup,Cranberry Concentrate Powder,013-014-94
728,Optimum Pharmaceuticals (Herbal),Menstone,Capsule,Chaste Tree,013-015-94
729,Optimum Pharmaceuticals (Herbal),Bronchomum,Syrup,Basak,013-016-94
730,Optimum Pharmaceuticals (Herbal),Neuromum,Capsule,Bacopa Monnieri + Centella Asiatia,013-017-94
731,Optimum Pharmaceuticals (Herbal),Hepanco,Capsule,Silymarin,013-018-94
732,Optimum Pharmaceuticals (Herbal),Probiotica,Capsule,Bifidobacterium bifidum + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,013-019-94
733,Optimum Pharmaceuticals (Herbal),Arthomum,Tablet,Cucuminoids,013-020-94
734,Optimum Pharmaceuticals (Herbal),G-Pro,Tablet,Fermented Soy,013-021-94
735,Optimum Pharmaceuticals (Herbal),Spiromum,Capsule,Spirulina,013-022-94
736,Optimum Pharmaceuticals (Herbal),Off Cyst,Capsule,D Chiro Inositol (Carob),013-023-94
737,Optimum Pharmaceuticals (Herbal),Pearlical-D,Capsule,Pearlium,013-024-94
738,Optimum Pharmaceuticals (Herbal),Ginset,Capsule,Ginseng,013-001-94
739,Optimum Pharmaceuticals (Herbal),Ginkoba 60 mg,Capsule,Ginkgo,013-002-94
740,Optimum Pharmaceuticals (Herbal),J-Wort,Capsule,St. John's Wort,013-003-94
741,Optimum Pharmaceuticals (Herbal),Palmet 160 mg,Capsule,Saw Palmetto,013-004-94
742,Optimum Pharmaceuticals (Herbal),Ginkoba 60 mg Capsule,Capsule,Ginkgo Biloba,013-002-94
743,Parent Herbal Laboratories,PGT,Tablet,Green Tea,014-0001-94
744,Popular Pharmaceuticals Ltd. (Herbal Division),Qfol 400,Capsule,Folate,024-010-94
745,Popular Pharmaceuticals Ltd. (Herbal Division),Laxgel Effervescent Granules,Powder,Ispaghula Husk,024-002-94
746,Popular Pharmaceuticals Ltd. (Herbal Division),Delcyst,Capsule,D Chiro Inositol (Carob),024-004-94
747,Popular Pharmaceuticals Ltd. (Herbal Division),Qfol-1000,Capsule,Folic Acid,024-012-94
748,Popular Pharmaceuticals Ltd. (Herbal Division),D-Myo,Tablet,D-Chiro-Inositol + Myo Inositol,024-011-94
749,Popular Pharmaceuticals Ltd. (Herbal Division),Bonigen,Tablet,Boron + Boswellia Serrata Extract + Glucosamine Sulfate Potassium Chloride + Undenatured Type II Collagen,024-009-94
750,Popular Pharmaceuticals Ltd. (Herbal Division),Ginseng,Capsule,Ginseng,024-0001-94
751,Popular Pharmaceuticals Ltd. (Herbal Division),Colacap 40,Capsule,Undenatured Type II Collagen,024-008-94
752,Popular Pharmaceuticals Ltd. (Herbal Division),Kalcoral-K,Tablet,Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,024-013-94
753,Popular Pharmaceuticals Ltd. (Herbal Division),Luzinta Kids Chewable Tablet,Tablet,Lutein (Powder) + Zeaxanthin,024-014-94
754,Popular Pharmaceuticals Ltd. (Herbal Division),Luzinta,Capsule,Lutein (Powder) + Zeaxanthin,024-005-94
755,Popular Pharmaceuticals Ltd. (Herbal Division),Ubicare 150,Capsule,Coenzyme Q-10,024-006-94
756,Popular Pharmaceuticals Ltd. (Herbal Division),Ubicare 200,Capsule,Coenzyme Q-10,024-007-94
757,Popular Pharmaceuticals Ltd. (Herbal Division),Ubicare 100,Capsule,Coenzyme Q-10,024-003-94
758,Radiant Nutraceuticals Ltd. (Herbal Division),Yohim 5.4 mg,Tablet,Yohimbine Hydrochloride,004-0007-94
759,Radiant Nutraceuticals Ltd. (Herbal Division),Cranbiotic,Capsule,Cranberry Concentrate Powder,004-014-94
760,Radiant Nutraceuticals Ltd. (Herbal Division),Curnoid,Capsule,Turmeric Powdered Extract,004-015-94
761,Radiant Nutraceuticals Ltd. (Herbal Division),Radigel-N,Powder,Ispaghula Husk,004-016-94
762,Radiant Nutraceuticals Ltd. (Herbal Division),Panaseng 500 mg,Capsule,Ginseng,004-0001-94
763,Radiant Nutraceuticals Ltd. (Herbal Division),Ginoba 60 mg,Capsule,Ginkgo,004-0002-94
764,Radiant Nutraceuticals Ltd. (Herbal Division),Pirulin 500 mg,Capsule,Spirulina,004-0004-94
765,Radiant Nutraceuticals Ltd. (Herbal Division),Radisil,Capsule,Milk Thistle,004-0005-94
766,Radiant Nutraceuticals Ltd. (Herbal Division),Radigel,Powder,Ispaghula Husk,004-0003-94
767,Radiant Nutraceuticals Ltd. (Herbal Division),Menofemin 40 mg,Capsule,Black Cohosh,004-0006-94
768,Radiant Nutraceuticals Ltd. (Herbal Division),Neucel FC Tablet,Tablet,L-Glutathione,004-067-94
769,Radiant Nutraceuticals Ltd. (Herbal Division),K2Cal FC Tablet,Tablet,Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,004-068-94
770,Radiant Nutraceuticals Ltd. (Herbal Division),Ubi-Q 50 mg,Capsule,Coenzyme Q-10,004-012-94
771,Radiant Nutraceuticals Ltd. (Herbal Division),Ubi-Q 100 mg,Capsule,Coenzyme Q-10,004-013-94
772,Radiant Nutraceuticals Ltd. (Herbal Division),Gastroaid,Tablet,Fermented Soy,004-019-94
773,Radiant Nutraceuticals Ltd. (Herbal Division),Svetol,Capsule,Green Coffe Beans Standardized Powder Extract,004-020-94
774,Radiant Nutraceuticals Ltd. (Herbal Division),Floriz 1000 mcg,Tablet,Biotin,004-017-94
775,Radiant Nutraceuticals Ltd. (Herbal Division),Luzent,Capsule,Lutein (Powder) + Zeaxanthin,004-018-94
776,Radiant Nutraceuticals Ltd. (Herbal Division),Pycnogenol 50 mg,Capsule,Procyanidins,004-0008-94
777,Radiant Nutraceuticals Ltd. (Herbal Division),"Acteria Capsule, 4 Billion",Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,004-010-94
778,Radiant Nutraceuticals Ltd. (Herbal Division),Ginoba Syrup 120 mg/5 ml,Syrup,Ginkgo Biloba,004-065-94
779,Radiant Nutraceuticals Ltd. (Herbal Division),Prostaid,Capsule,Saw Palmetto,004-011-94
780,Renata Limited (Herbal Division),Goodgut Jr. Powder,Powder,lactobacillus Reuteri,027-007-94
781,Renata Limited (Herbal Division),Goodgut Infant,Powder,lactobacillus Reuteri,027-008-94
782,Renata Limited (Herbal Division),Visibil Vegetable Capsule,Capsule,Bilberry Fruits,027-009-94
783,Renata Limited (Herbal Division),JeeBee Vegetable,Capsule,Ginkgo Biloba,027-010-94
784,Renata Limited (Herbal Division),SleepEzy Vegetable,Capsule,Valerian,027-011-94
785,Renata Limited (Herbal Division),Prospal,Soft Gelatin Capsule,Saw Palmetto,027-012-94
786,Renata Limited (Herbal Division),Goodgut Vegetable Capsule,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,027-006-94
787,Renata Limited (Herbal Division),Jeebee-120,Capsule,Ginkgo Biloba,027-019-94
788,Renata Limited (Herbal Division),5HTP Capsule,Capsule,L-5 Hydroxytryptophan + Valerian Extract Powdered,027-020-94
789,Renata Limited (Herbal Division),Myosit Plus,Tablet,D-Chiro-Inositol + Myo Inositol,027-026-94
790,Renata Limited (Herbal Division),Aliksir Soft Gel Capsule,Capsule,Nigella Sativa,027-013-94
791,Renata Limited (Herbal Division),Collagenic Tablet,Tablet,Gelatin (as Hydrolysed Collagen),027-021-94
792,Renata Limited (Herbal Division),Garllium 10 mg,Soft Gelatin Capsule,Garlic Oil,027-0001-94
793,Renata Limited (Herbal Division),Ginera 500 mg,Capsule,Ginseng,027-0002-94
794,Renata Limited (Herbal Division),Nutrilina 500 mg,Capsule,Spirulina,027-0003-94
795,S. B. Herbal and Nutraceuticals,Detox 500 mg,Capsule,Spirulina,007-0001-94
796,S. B. Herbal and Nutraceuticals,Hepasil,Capsule,Silymarin,007-0002-94
797,S. B. Herbal and Nutraceuticals,Branolex,Capsule,Ginkgo,007-0003-94
798,S. B. Herbal and Nutraceuticals,Uticare,Capsule,Pumpkin,007-0004-94
799,S. B. Herbal and Nutraceuticals,Infuza,Capsule,Echinacea,007-0005-94
800,S. B. Herbal and Nutraceuticals,Anxitab,Capsule,St. John's Wort,007-0006-94
801,S. B. Herbal and Nutraceuticals,Panging,Capsule,Ginseng,007-0007-94
802,S. B. Herbal and Nutraceuticals,Laxacol,Powder,Ispaghula Husk,007-0008-94
803,S. B. Herbal and Nutraceuticals,Skibic,Ointment,Marigold,007-0009-94
804,Safe Herbal Ltd.,Spcare,Capsule,Spirulina,010-0001-94
805,Safe Herbal Ltd.,Jonrot,Capsule,St. John's Wort,010-0002-94
806,Safe Herbal Ltd.,Ceribo,Capsule,Ginkgo,010-0003-94
807,Safe Herbal Ltd.,Memora,Capsule,Ginseng,010-0004-94
808,Safe Herbal Ltd.,Bilpro,Capsule,Milk Thistle,010-0006-94
809,Safe Herbal Ltd.,Asmic,Capsule,IVY Leaf,010-0007-94
810,Safe Herbal Ltd.,Coldicia,Capsule,Echinacea,010-0008-94
811,Safe Herbal Ltd.,Fibalex,Powder,Ispaghula Husk,010-0009-94
812,Safe Herbal Ltd.,Valiran,Capsule,Valerian,010-0010-94
813,Safe Herbal Ltd.,Steva,Tablet,Stevia Leave Powder,010-0012-94
814,Safe Herbal Ltd.,Dermica,Ointment,Marigold,010-0013-94
815,Safe Herbal Ltd.,Arnic,Ointment,Arnica Flower,010-0014-94
816,Safe Herbal Ltd.,Lipinil,Tablet,Green Tea,010-0015-94
817,Safe Herbal Ltd.,Meriliv,Capsule,Silymarin,010-0016-94
818,Safe Herbal Ltd.,Postex,Capsule,Pumpkin,010-0017-94
819,Safe Herbal Ltd.,Clovacol,Syrup,Clove (Liquid),010-0011-94
820,Safe Herbal Ltd.,Brosafe,Syrup,Adhatoda Vasica,010-0005-94
821,Square Pharmaceuticals PLC (Herbal Division),Garlin,Capsule,Garlic Oil,001-031-94
822,Square Pharmaceuticals PLC (Herbal Division),Urobery,Capsule,Cranberry Concentrate Powder,001-062-94
823,Square Pharmaceuticals PLC (Herbal Division),ResQ 200,Capsule,Coenzyme Q-10,001-063-94
824,Square Pharmaceuticals PLC (Herbal Division),Eprim,Soft Gelatin Capsule,Evening Primrose Oil,001-024-94
825,Square Pharmaceuticals PLC (Herbal Division),Eprim Plus,Soft Gelatin Capsule,Evening Primrose Oil,001-025-94
826,Square Pharmaceuticals PLC (Herbal Division),Gelaseed,Soft Gelatin Capsule,Flaxseed Oil,001-026-94
827,Square Pharmaceuticals PLC (Herbal Division),Reli Balm,Cream,Cinnamomum Camphora as Camphor + Eucalyptus Oil + Mentha Spp. as Menthol + Mint Oil,001-027-94
828,Square Pharmaceuticals PLC (Herbal Division),Res Q 50,Capsule,Coenzyme Q-10,001-032-94
829,Square Pharmaceuticals PLC (Herbal Division),Res Q 100,Capsule,Coenzyme Q-10,001-033-94
830,Square Pharmaceuticals PLC (Herbal Division),Eredex,Capsule,Yohimbine Hydrochloride,001-022-94
831,Square Pharmaceuticals PLC (Herbal Division),Gintex 500 mg,Capsule,Ginseng,001-0001-94
832,Square Pharmaceuticals PLC (Herbal Division),Navit 500 mg,Capsule,Spirulina,001-0002-94
833,Square Pharmaceuticals PLC (Herbal Division),Silybin 70mg,Capsule,Silymarin,001-0003-94
834,Square Pharmaceuticals PLC (Herbal Division),Giloba 60 mg,Capsule,Ginkgo,001-0004-94
835,Square Pharmaceuticals PLC (Herbal Division),Jort 300 mg,Capsule,St. John's Wort,001-0005-94
836,Square Pharmaceuticals PLC (Herbal Division),Silybin 140 mg,Capsule,Silymarin,001-0006-94
837,Square Pharmaceuticals PLC (Herbal Division),Giloba 120 mg,Capsule,Ginkgo,001-0007-94
838,Square Pharmaceuticals PLC (Herbal Division),Eprim 500 mg Licap,Capsule,Refined Evening Primrose Oil,001-0008-94
839,Square Pharmaceuticals PLC (Herbal Division),Colmint Licap,Capsule,Peppermint Oil,001-0009-94
840,Square Pharmaceuticals PLC (Herbal Division),Probio,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,001-0010-94
841,Square Pharmaceuticals PLC (Herbal Division),Adovas,Syrup,Adhatoda Vasica,001-0011-94
842,Square Pharmaceuticals PLC (Herbal Division),Flemo,Capsule,Undenatured Type II Collagen,001-034-94
843,Square Pharmaceuticals PLC (Herbal Division),Flemo Plus,Capsule,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride,001-051-94
844,Square Pharmaceuticals PLC (Herbal Division),Caripa Syrup,Syrup,Carica Papaya,001-052-94
845,Square Pharmaceuticals PLC (Herbal Division),Caripa,Capsule,Carica Papaya,001-061-94
846,Square Pharmaceuticals PLC (Herbal Division),Bioprem 5,Soft Gelatin Capsule,Biotin,001-059-94
847,Square Pharmaceuticals PLC (Herbal Division),Bioprem 10,Soft Gelatin Capsule,Biotin,001-060-94
848,Square Pharmaceuticals PLC (Herbal Division),Square Collagen Sachet,Powder,Apple Cider Vinegar (Malic Acid) + Collagen Peptide + Fish Collagen Tri Peptide + Garcinia Extract + Inulin + Mix Berry Powder + Vitamin C (L-Ascorbic Acid) + Vitamin E (Dl-alpha-tocopheryl acetate),001-058-94
849,Square Pharmaceuticals PLC (Herbal Division),Ocubil 160,Capsule,Bilberry Fruits,001-018-94
850,Square Pharmaceuticals PLC (Herbal Division),Biomega 3,Soft Gelatin Capsule,Omega 3 Fish Oil,001-041-94
851,Square Pharmaceuticals PLC (Herbal Division),Bolardi 250,Capsule,Saccharomyces Boulardii,001-042-94
852,Square Pharmaceuticals PLC (Herbal Division),Bolardi 500,Capsule,Sacharomyces Boulardi,001-043-94
853,Square Pharmaceuticals PLC (Herbal Division),Zanthin 2,Capsule,Astaxanthin,001-048-94
854,Square Pharmaceuticals PLC (Herbal Division),Zanthin 4,Capsule,Astaxanthin,001-049-94
855,Total Herbal and Nutraceuticals,Primrose,Capsule,Evening Primrose Oil,023-011-94
856,Total Herbal and Nutraceuticals,Ocusense,Capsule,Bilberry Fruits,023-012-94
857,Total Herbal and Nutraceuticals,Kyolic,Capsule,Garlic,023-013-94
858,Total Herbal and Nutraceuticals,Recalm,Capsule,Valerian,023-014-94
859,Total Herbal and Nutraceuticals,Estrofem,Capsule,Black Cohosh,023-016-94
860,Total Herbal and Nutraceuticals,Kalmegh,Capsule,Andrographis,023-017-94
861,Total Herbal and Nutraceuticals,Prostex,Capsule,Pumpkin,023-018-94
862,Total Herbal and Nutraceuticals,Rejuba,Capsule,Ashwagandha + Kosturi Lata,023-010-94
863,Total Herbal and Nutraceuticals,Fybogut,Powder,Ispaghula Husk,023-015-94
864,Total Herbal and Nutraceuticals,Medi Tar,Soap Bar,Archis Oil + Cade Oil + Coal Tar Oil / Pine Tar Oil,023-089-94
865,Total Herbal and Nutraceuticals,Acne Out,Soap Bar,Neem Oil + Tea Tre Oil 1%,023-090-94
866,Total Herbal and Nutraceuticals,Softto Hand Wash,Hand Wash,Aloevera + Neem Oil,023-091-94
867,Total Herbal and Nutraceuticals,Gynositol,Capsule,D Chiro Inositol (Carob),023-092-94
868,Total Herbal and Nutraceuticals,Hairtone,Capsule,Biotin (D-Biotin) + Copper Gluconate + Horsetail Herbs extract + Iron Gluconate + L-Arginine + L-Cystine + L-Methionine + Magnesium Oxide + Vitamin B2 (Riboflavin) + Vitamin B3 (Niacin) + Vitamin B5 (D Pntothenate Calcium) + Vitamin B6 (Pyridixine Hydroch,023-093-94
869,Total Herbal and Nutraceuticals,Bonecal-D,Tablet,Elemental Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,023-094-94
870,Total Herbal and Nutraceuticals,Softto Aloe Vera Gel,Gel,Aloevera,023-095-94
871,Total Herbal and Nutraceuticals,Milk Raise,Capsule,Aniseed Extract + Cumin Extract + Cumin Powder + Dill Powder + Fennel Extract + Fenugreek Extract,023-096-94
872,Total Herbal and Nutraceuticals,Platomax,Tablet,Papaya Leaf Extract,023-097-94
873,Total Herbal and Nutraceuticals,Total Moringa,Capsule,Moringa Leaf Powder,023-098-94
874,Total Herbal and Nutraceuticals,Medisitol,Tablet,Myo Inositol + Vitex Agnus,023-099-94
875,Total Herbal and Nutraceuticals,Jointrich,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride + MSM,023-100-94
876,Total Herbal and Nutraceuticals,Qraise,Capsule,Coenzyme Q-10,023-101-94
877,Total Herbal and Nutraceuticals,Primacare,Capsule,Evening Primrose Oil,023-102-94
878,Total Herbal and Nutraceuticals,Primdrop,Capsule,Evening Primrose Oil,023-103-94
879,Total Herbal and Nutraceuticals,Milkzym,Tablet,Lactase,023-104-94
880,Total Herbal and Nutraceuticals,Milkzym Drop,Drops,Lactase,023-105-94
881,Total Herbal and Nutraceuticals,Hi-Tar Shampoo,Shampoo,Coal Tar Oil / Pine Tar Oil,023-106-94
882,Total Herbal and Nutraceuticals,Teaneem Shampoo,Shampoo,Neem Oil + Tea Tre Oil 1%,023-107-94
883,Total Herbal and Nutraceuticals,Prolity Aid,Capsule,Propolis,023-108-94
884,Total Herbal and Nutraceuticals,Laxicarbon,Capsule,Activated Charcoal,023-109-94
885,Total Herbal and Nutraceuticals,Biosac,Capsule,Saccharomyces Boulardii,023-029-94
886,Total Herbal and Nutraceuticals,DHA 500,Capsule,Omega 3 Fish Oil,023-030-94
887,Total Herbal and Nutraceuticals,Omega-369,Liquid,Omega 3 Fish Oil,023-031-94
888,Total Herbal and Nutraceuticals,Metazem,Capsule,Coenzyme Q-10,023-032-94
889,Total Herbal and Nutraceuticals,Q-Cor-10,Capsule,Coenzyme Q-10,023-033-94
890,Total Herbal and Nutraceuticals,Fybocap,Capsule,Ispaghula Husk + Sona pata,023-034-94
891,Total Herbal and Nutraceuticals,Menostop,Capsule,Soy Isoflavones,023-039-94
892,Total Herbal and Nutraceuticals,Total Biotin,Tablet,Biotin,023-040-94
893,Total Herbal and Nutraceuticals,Total Thankuni,Capsule,Guto Kola,023-041-94
894,Total Herbal and Nutraceuticals,Garcinai Cambogia + Gymnema Sy,Capsule,Garcinai Cambogia + Gymnema Sylvertre,023-042-94
895,Total Herbal and Nutraceuticals,Femiflora,Capsule,Bifidobacterium Animals + Bifidobacterium bifidum + Bifidobacterium Longum + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Casei + lactobacillus Reuteri + Lactobacillus Rhamnosus,023-035-94
896,Total Herbal and Nutraceuticals,Gingurd,Tablet,Ginger Officinale,023-038-94
897,Total Herbal and Nutraceuticals,Biokid,Powder,Bifidobacterium Animals + Bifidobacterium bifidum + Lactobacillus Acidophillus + Lactobacillus Rhamnosus,023-037-94
898,Total Herbal and Nutraceuticals,Bioflora,Capsule,Bifidobacterium Lactis + Lactobacillus Acidophillus + Lactobacillus Rhamnosus,023-036-94
899,Total Herbal and Nutraceuticals,Total Chirota,Capsule,Chirata,023-025-94
900,Total Herbal and Nutraceuticals,Greenfit,Tablet,Green Tea,023-027-94
901,Total Herbal and Nutraceuticals,Total Korola,Capsule,Momordica Charantia L,023-023-94
902,Total Herbal and Nutraceuticals,Ganoder,Capsule,Ganoderma Lucidam,023-024-94
903,Total Herbal and Nutraceuticals,Actifem,Capsule,Chaste Tree,023-028-94
904,Total Herbal and Nutraceuticals,Florastar,Capsule,Sacharomyces Boulardi,023-026-94
905,Total Herbal and Nutraceuticals,Memogain,Capsule,Ginkgo,023-001-94
906,Total Herbal and Nutraceuticals,Koregin,Capsule,Ginseng,023-002-94
907,Total Herbal and Nutraceuticals,Siliver,Capsule,Milk Thistle,023-003-94
908,Total Herbal and Nutraceuticals,Rimotiv,Capsule,St. John's Wort,023-004-94
909,Total Herbal and Nutraceuticals,Urogut,Capsule,Saw Palmetto,023-005-94
910,Total Herbal and Nutraceuticals,Pro-B,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,023-006-94
911,Total Herbal and Nutraceuticals,Vitalina,Capsule,Spirulina,023-007-94
912,Total Herbal and Nutraceuticals,Erectomax,Capsule,Pausinystalia Yohimbe,023-008-94
913,Total Herbal and Nutraceuticals,Imutone,Capsule,Echinacea,023-009-94
914,Total Herbal and Nutraceuticals,Evertino-2500,Tablet,Biotin,023-044-94
915,Total Herbal and Nutraceuticals,Gutcare,Powder,Ispaghula Husk + Sona pata,023-060-94
916,Total Herbal and Nutraceuticals,Softgut,Powder,Ispaghula Husk,023-061-94
917,Total Herbal and Nutraceuticals,Softto Neem,Face Wash,Neem Extract + Termeric Extract,023-062-94
918,Total Herbal and Nutraceuticals,Ovasitol,Tablet,Myo Inositol + Vitex Eagnus Extract,023-063-94
919,Total Herbal and Nutraceuticals,Hylastin,Capsule,Hyaluronic Acid,023-064-94
920,Total Herbal and Nutraceuticals,H-Biotin,Tablet,Biotin,023-065-94
921,Total Herbal and Nutraceuticals,BIOT-5000,Tablet,Biotin,023-066-94
922,Total Herbal and Nutraceuticals,Glutarex,Capsule,L-Glutathione,023-067-94
923,Total Herbal and Nutraceuticals,ALA,Capsule,Alpha Lipoic Acid,023-068-94
924,Total Herbal and Nutraceuticals,Hypocol,Capsule,Red Yeast Rice Extract (Monakolin K 5%),023-069-94
925,Total Herbal and Nutraceuticals,Muscle Max,Powder,Creatine Monohydrate,023-070-94
926,Total Herbal and Nutraceuticals,Total Whey Protein Powder,Powder,Whey Protein Powder,023-071-94
927,Total Herbal and Nutraceuticals,Acne Wash,Soap Bar,Neem Oil Extract 2% + Tea Tre Oil 1%,023-072-94
928,Total Herbal and Nutraceuticals,Hi-Tar,Soap Bar,Archis Oil + Cade Oil + Coal Tar Oil / Pine Tar Oil,023-073-94
929,Total Herbal and Nutraceuticals,Glutamax,Soap Bar,Glutathione,023-074-94
930,Total Herbal and Nutraceuticals,Glow Fair,Soap Bar,Aloevera + Alpha Arbutin + Kojic Acid + Wheat Germ Oil,023-075-94
931,Total Herbal and Nutraceuticals,Softto Neem,Soap Bar,Castor Oil + Neem Oil,023-088-94
932,Total Herbal and Nutraceuticals,Karnim Plus,Capsule,Azadirachta Indica + Momordica Carantia Ext + Ocimum Sanctum + Picrorhiza Kurroa + Zingiber Officinale,023-087-94
933,Total Herbal and Nutraceuticals,Recalit,Capsule,Bacopa Monnieri + Centella Asiatia,023-086-94
934,Total Herbal and Nutraceuticals,OvaCid,Capsule,"Haridra (Curcuma Longa) + Latakaranja + Sharapunkha + Shatapushpa/Dill + Shatavari (Aspargus recemosus) + Tankan Bhasma (Borax) + Trikatu-Sounth, Marich, Pippali",023-085-94
935,Total Herbal and Nutraceuticals,U-Gyanetone,Capsule,Ashok Chhal + Ashwagandha + Lodhra Chhal + Shatavari (Aspargus recemosus),023-084-94
936,Total Herbal and Nutraceuticals,Valido,Capsule,Gokhru + Kaunch Beej,023-083-94
937,Total Herbal and Nutraceuticals,MP Lactogin,Capsule,Ashwagandha + Doodhi + Jivanti + Lasuna (Allium Sativum) + Methi Seed + Shatavari (Aspargus recemosus) + Vidharikand,023-082-94
938,Total Herbal and Nutraceuticals,Lactomore,Tablet,Black Piper + Cowherb Seed + Shatavari Root + Silybum marianum ext of Milk Thistle + Trigonella Foenum Graecum + Turmeric rhizomet + Zingiber Officinale,023-081-94
939,Total Herbal and Nutraceuticals,Edman 50,Tablet,Dehydroepiandrosterone,023-080-94
940,Total Herbal and Nutraceuticals,Fertinatal-25,Tablet,Dehydroepiandrosterone,023-079-94
941,Total Herbal and Nutraceuticals,Nephrodyl,Capsule,Bifidobacterium Longum + Inulin Prebiotic + Lactobacillus Acidophillus + Streptococcus Thermphilus + Xylo-oligosaccharide,023-076-94
942,Total Herbal and Nutraceuticals,Bio ORS,ORS,Bifidobacterium bifidum + Bifidobacterium Breve + Bifidobacterium Infantis + Bifidobacterium Lactis + Bifidobacterium Longum + Glucose + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Bulgaricus + Lactobacillus Casei + Lactobacillu,023-077-94
943,Total Herbal and Nutraceuticals,IBS Care,Capsule,Bifidobacterium Bulgaricus + Bifidobacterium Infantis + Bifidobacterium Lactis + Bifidobacterium Longum + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Paracasei + Streptococcus Thermphilus,023-078-94
944,Total Herbal and Nutraceuticals,Urogut,Capsule,Saw Palmetto,023-022-94
945,Total Herbal and Nutraceuticals,Lactobac,Capsule,Lactobacillus Acidophillus,023-021-94
946,Total Herbal and Nutraceuticals,Promensil,Capsule,Red Clover,023-020-94
947,Total Herbal and Nutraceuticals,Livamar,Capsule,Silymarin,023-019-94
948,Total Herbal and Nutraceuticals,Carcumed,Capsule,Turmeric Powdered Extract,023-043-94
949,Total Herbal and Nutraceuticals,Cranmax,Capsule,Cranberry Concentrate Powder,023-044-94
950,Total Herbal and Nutraceuticals,Cranmax,Capsule,Cranberry Concentrate Powder,023-045-94
951,Total Herbal and Nutraceuticals,Carnipure,Syrup,Cranberry Concentrate Powder,023-046-94
952,Total Herbal and Nutraceuticals,Livolola,Tablet,L-ornithine-L-aspartate,023-047-94
953,Total Herbal and Nutraceuticals,Heparich,Capsule,Artichoke Extract + L-ornithine-L-aspartate,023-048-94
954,Total Herbal and Nutraceuticals,Lutexan,Capsule,Lutein (Powder) + Zeaxanthin,023-049-94
955,Total Herbal and Nutraceuticals,Melat,Tablet,Melatonin,023-050-94
956,Total Herbal and Nutraceuticals,Medident,Mouth Wash,Clove (Liquid),023-051-94
957,Total Herbal and Nutraceuticals,Pycnocare,Capsule,Pine Bark Extracts,023-052-94
958,Total Herbal and Nutraceuticals,Pycnocare,Capsule,Pine Bark Extracts,023-053-94
959,Total Herbal and Nutraceuticals,Slimofit,Capsule,Chitosan,023-054-94
960,Total Herbal and Nutraceuticals,Testomale,Tablet,Fenugreek Extract,023-055-94
961,Total Herbal and Nutraceuticals,Thykelp,Tablet,Kelp Extrct (eq. to 150 Iodine),023-056-94
962,Total Herbal and Nutraceuticals,Total Bee Pollen,Capsule,Bee Pollen,023-057-94
963,Total Herbal and Nutraceuticals,Stonil,Capsule,Couch Grass Rhizome,023-058-94
964,Total Herbal and Nutraceuticals,UC-2,Capsule,Boswellia (Aflapin) + Chicken Collagen Type II,023-059-94
965,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Neuriva 120 mg,Capsule,Ginkgo Biloba,035-022-94
