SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
6342,Remex Laboratories (Unani),Aburn,Liquid,Sharbat Neelofar,U-121-A-044
6343,Remex Laboratories (Unani),Remin,Liquid,Sharbat Kirmin,U-121-A-045
6344,Remex Laboratories (Unani),Sulok,Tablet,Habb-e Sual,U-121-A-046
6345,Remex Laboratories (Unani),Zisa Cream,Ointment,Zimad Mahasa,U-121-A-047
6346,Remex Laboratories (Unani),Bitonil Ointment,Ointment,Zimad Bars,U-121-A-048
6347,Remex Laboratories (Unani),Dermogex Ointment,Ointment,Marham Qooba,U-121-A-049
6348,Remex Laboratories (Unani),Erotix Cream,Cream,Tila Mushki,U-121-A-050
6349,Remex Laboratories (Unani),Mafacal,Capsule,Kushta Sadaf,U-121-A-051
6350,Remex Laboratories (Unani),Vical Plus,Capsule,Habb-e Marwareedi,U-121-A-052
6351,Remex Laboratories (Unani),Revija,Capsule,Habb-e Jadwar,U-121-A-053
6352,Remex Laboratories (Unani),LR-Sun,Liquid,Arq Lahsun,U-121-A-054
6353,Remex Laboratories (Unani),Mukab,Capsule,Qurs Muqavvi Khas,U-121-A-055
6354,Remex Laboratories (Unani),Feuron,Capsule,Kushta Faulad,U-121-A-056
6355,Remex Laboratories (Unani),Amrex,Tablet,Habb-e Ambar Momiyaee,U-121-A-057
6356,Remex Laboratories (Unani),Monex,Capsule,Habb-e Munish,U-121-A-058
6357,Remex Laboratories (Unani),Rencid Syrup,Liquid,Humuzin,U-121-A-059
6358,Remex Laboratories (Unani),Remoplus,Liquid,Arq Maul Lahm,U-121-A-060
6359,Remex Laboratories (Unani),Nazavit Plus,Liquid,Sharbat Misali,U-121-A-061
6360,Remex Laboratories (Unani),Conex,Liquid,Sharbat Tulsi,U-121-A-062
6361,Remex Laboratories (Unani),Remzom,Liquid,Aab-e Hayat,U-121-A-063
6362,Remex Laboratories (Unani),Pilocap,Capsule,Habb-e Bawaseer Badi,U-121-A-064
6363,Remex Laboratories (Unani),Rotab,Tablet,Qurs Garlitab,U-121-A-65
6364,Remex Laboratories (Unani),Chirota,Capsule,Chirata,U-121-A-091
6365,Remex Laboratories (Unani),Sharbat Vasac,Liquid,Sharbat Vasac,U-121-A-092
6366,Remex Laboratories (Unani),Avocado,Malam,Avocado,U-121-A-093
6367,Remex Laboratories (Unani),Gasool Besan,Powder,Gasool Besan,U-121-A-094
6368,Remex Laboratories (Unani),Rowghan Amla,Liquid,Rowghan Amla,U-121-A-095
6369,Remex Laboratories (Unani),Spice Ispaghula,Powder,Ispaghula Husk,U-121-A-096
6370,Remex Laboratories (Unani),Ashwadandha,Tablet,Ashwagandha,U-121-A-097
6371,Remex Laboratories (Unani),Green Tea,Tablet,Green Tea,U-121-A-098
6372,Remex Laboratories (Unani),Musabbor,Tablet,Aloe,U-121-A-099
6373,Remex Laboratories (Unani),Ginkgo Biloba,Tablet,Ginkgo Biloba 60 mg,U-121-A-100
6374,Remex Laboratories (Unani),Spirulina,Tablet,Spirulina 500 mg,U-121-A-101
6375,Remex Laboratories (Unani),Etrifal Ustukhudus,Semi-Solid,Etrifal Ustukhudus,U-121-A-102
6376,Remex Laboratories (Unani),Berberry,Capsule,Berberry/Daruhaldi,U-121-A-103
6377,Remex Laboratories (Unani),Hwema bark,Capsule,Hwema Bark 400 mg,U-121-A-104
6378,Remex Laboratories (Unani),Kalamegh,Capsule,Kalamegh,U-121-A-105
6379,Remex Laboratories (Unani),Jam,Capsule,Syzygium,U-121-A-106
6380,Remex Laboratories (Unani),Hwema Bark,Liquid,Hwema Bark Drink,U-121-A-107
6381,Remex Laboratories (Unani),Bearbarry,Capsule,Uva-ursi/Bearberry,U-121-A-108
6382,Remex Laboratories (Unani),Ginseng,Tablet,Ginseng,U-121-A-109
6383,Remex Laboratories (Unani),Rauwolfia,Tablet,Rauwolfia 100 mg,U-121-A-110
6384,Remex Laboratories (Unani),HHwema Bark,Tablet,Hwema Bark 400 mg,U-121-A-111
6385,Remex Laboratories (Unani),Majoon Arad-e Khurma,Semi-Solid,Majoon Arad-e Khurma,U-121-A-112
6386,Remex Laboratories (Unani),Etrifal Kashnizi,Semi-Solid,Etrifal Kashnizi,U-121-A-113
6387,Remex Laboratories (Unani),Asparagus,Liquid,Asparagus,U-121-A-114
6388,Remex Laboratories (Unani),Gohkshura compound,Liquid,Puncture Vine,U-121-A-115
6389,Remex Laboratories (Unani),Mouri Syrup,Liquid,Fennel,U-121-A-116
6390,Remex Laboratories (Unani),Sharbat Angoor,Liquid,Sharbat Angoor,U-121-A-117
6391,Remex Laboratories (Unani),sharbat Mavez,Liquid,Sharbat Mavez,U-121-A-118
6392,Remex Laboratories (Unani),Hazmex,Liquid,Arq Hazim,U-121-A-001
6393,Remex Laboratories (Unani),Remetam,Liquid,Sharbat Tamarind,U-121-A-002
6394,Remex Laboratories (Unani),Nymphex,Liquid,Sharbat Deenar,U-121-A-003
6395,Remex Laboratories (Unani),Ferovul,Liquid,Sharbat Faulad,U-121-A-004
6396,Remex Laboratories (Unani),Adhamex,Liquid,Sharbat Ejaz,U-121-A-005
6397,Remex Laboratories (Unani),Dashmex,Liquid,Arq Dashmool,U-121-A-006
6398,Remex Laboratories (Unani),Resina,Liquid,Sharbat Seb,U-121-A-007
6399,Remex Laboratories (Unani),Mexabora,Liquid,Arq Gaozaban,U-121-A-008
6400,Remex Laboratories (Unani),Remelos,Liquid,Sharbat Belgiri,U-121-A-009
6401,Renasys Health Care (Unani),Ginocid,Liquid,Arq Nankha,U-320-A-001
6402,Renasys Health Care (Unani),Renesis Dashamul,Liquid,Arq Dashmool,U-320-A-002
6403,Renasys Health Care (Unani),Renesis Amla,Liquid,Sharbat Amla,U-320-A-003
6404,Renasys Health Care (Unani),Panax Ginsin,Liquid,Sharbat Jinsin,U-320-A-004
6405,Renasys Health Care (Unani),Renadyl,Liquid,Sharbat Vasac,U-320-A-005
6406,Renasys Health Care (Unani),Renesis jerbinol,Liquid,Kalamegh,U-320-A-006
6407,Renasys Health Care (Unani),Paramount,Liquid,Amritdhara,U-320-A-007
6408,Renasys Health Care (Unani),Renesis Ab-E-Hayat,Liquid,Aab-e Hayat,U-320-A-008
6409,Renasys Health Care (Unani),Renesis Komila,Oil (Liquid),Rowghan Kamila,U-320-A-009
6410,Renasys Health Care (Unani),Renesis Jerbinol,Oil (Liquid),Rowghan Jarbinol,U-320-A-010
6411,Renasys Health Care (Unani),Otamycin,Oil (Liquid),Rowghan Babool,U-320-A-011
6412,Renasys Health Care (Unani),Vicozima,Malam,Marham Mudammil,U-320-A-012
6413,Renasys Health Care (Unani),Renesis Dhole Malam,Malam,Marham Kharish,U-320-A-013
6414,Renasys Health Care (Unani),Renesis Zam-Bak,Malam,Marham Aramin,U-320-A-014
6415,Renasys Health Care (Unani),Nix-Najat,Malam,Marham Ajeeb,U-320-A-015
6416,Renasys Health Care (Unani),Renesis B-Tex,Malam,Marham Qooba,U-320-A-016
6417,Renasys Health Care (Unani),Goree Avocade Cream,Malam,Avocado,U-320-A-017
6418,Rexton Laboratories (Unani),Esopapita,Capsule,Habb-e Papita,U-11-A-011
6419,Rexton Laboratories (Unani),Selazit,Capsule,Habb-e Marwareedi,U-11-A-012
6420,Rexton Laboratories (Unani),Rexfen,Capsule,Habb-e Suranjan,U-11-A-013
6421,Rexton Laboratories (Unani),Rexpep,Capsule,Qurs Ziabit,U-11-A-014
6422,Rexton Laboratories (Unani),Rex-cal,Capsule,Habb-e Hayateen Murakkab Jawahirdar,U-11-A-015
6423,Rexton Laboratories (Unani),Shanti Amla,Oil (Liquid),Rowghan Amla,U-11-A-016
6424,Rexton Laboratories (Unani),Sevazin,Oil (Liquid),Arq Bukhar,U-11-A-017
6425,Rexton Laboratories (Unani),Desini,Capsule,Qurs Pechish,U-11-A-018
6426,Rexton Laboratories (Unani),RexPlus,Liquid,Sharbat Seb,U-11-A-019
6427,Rexton Laboratories (Unani),Rexkof,Liquid,Sharbat Vasac,U-11-A-020
6428,Rexton Laboratories (Unani),Vagirex,Tablet,Habb-e Nishat,U-11-A-002
6429,Rexton Laboratories (Unani),Mornirex,Capsule,Habb-e Mumsik,U-11-A-003
6430,Rexton Laboratories (Unani),Nalirex,Tablet,Habb-e Azaraqi,U-11-A-004
6431,Rexton Laboratories (Unani),Tiris,Liquid,Sharbat Buzuri,U-11-A-005
6432,Rexton Laboratories (Unani),Sefarex,Semi-Solid,Majoon Falasefa,U-011-A-001
6433,Rexton Laboratories (Unani),Tonirex,Capsule,Habb-e Jadwar,U-11-A-009
6434,Rexton Laboratories (Unani),Ricarex,Capsule,Habb-e Munish,U-11-A-008
6435,Rexton Laboratories (Unani),Iporex,Capsule,Habb-e Ambar Momiyaee,U-11-A-010
6436,Rexton Laboratories (Unani),Jinrex,Liquid,Sharbat Jinsin,U-11-A-007
6437,Rexton Laboratories (Unani),Rexmin,Tablet,Qurs Hazmol,U-11-A-006
6438,Ricon Laboratories (Unani),Qurs Sailan,Tablet,Qurs Sailan,U-60-A-012
6439,Ricon Laboratories (Unani),Habb-e Jawaher,Tablet,Habb-e Jawaher,U-60-A-013
6440,Ricon Laboratories (Unani),Qurs Rehmin,Tablet,Qurs Rehmin,U-60-A-014
6441,Ricon Laboratories (Unani),Habb-e Azaraqi,Tablet,Habb-e Azaraqi,U-60-A-015
6442,Ricon Laboratories (Unani),Habb-e Jiryan,Tablet,Habb-e Jiryan,U-60-A-016
6443,Ricon Laboratories (Unani),Habb-e Suzak,Tablet,Habb-e Suzak,U-60-A-017
6444,Ricon Laboratories (Unani),Qurs Ziabit,Tablet,Qurs Ziabit,U-60-A-018
6445,Ricon Laboratories (Unani),Habb-e Fisher,Tablet,Habb-e Fishar,U-60-A-019
6446,Ricon Laboratories (Unani),Qurs Muqavvi Khas,Tablet,Qurs Muqavvi Khas,U-60-A-020
6447,Ricon Laboratories (Unani),Qurs Awja,Capsule,Qurs Awja,U-60-A-021
6448,Ricon Laboratories (Unani),Habb-e Nishat,Capsule,Habb-e Nishat,U-60-A-022
6449,Ricon Laboratories (Unani),Qurs Garlitab,Capsule,Qurs Garlitab,U-60-A-023
6450,Ricon Laboratories (Unani),Qurs Infuza,Capsule,Qurs Infuza,U-60-A-024
6451,Ricon Laboratories (Unani),Habb-e Ambari,Capsule,Habb-e Ambari,U-60-A-025
6452,Ricon Laboratories (Unani),Sufoof Nuqra,Capsule,Sufoof Nuqra,U-60-A-026
6453,Ricon Laboratories (Unani),Habb-e Ambar Momiyaee,Capsule,Habb-e Ambar Momiyaee,U-60-A-027
6454,Ricon Laboratories (Unani),Qurs Salajeet,Capsule,Qurs Salajeet,U-60-A-028
6455,Ricon Laboratories (Unani),Habb-e Papita,Capsule,Habb-e Papita,U-60-A-029
6456,Ricon Laboratories (Unani),Habb-e Munish,Capsule,Habb-e Munish,U-60-A-030
6457,Ricon Laboratories (Unani),Habb-e Suranjan,Tablet,Habb-e Suranjan,U-60-A-011
6458,Ricon Laboratories (Unani),Sarbat Seb,Liquid,Sharbat Seb,U-060-A-004
6459,Ricon Laboratories (Unani),Sarbat Dinar,Liquid,Sharbat Deenar,U-060-A-005
6460,Ricon Laboratories (Unani),Sarbat Bujuri,Liquid,Sharbat Buzuri,U-060-A-006
6461,Ricon Laboratories (Unani),Sarbat Sailan,Liquid,Sharbat Sailan,U-060-A-007
6462,Ricon Laboratories (Unani),Sarbat Zinsin,Liquid,Sharbat Jinsin,U-060-A-008
6463,Ricon Laboratories (Unani),Sarbat Musaffi,Liquid,Sharbat Musaffi,U-060-A-002
6464,Ricon Laboratories (Unani),Sarbat Hazim,Liquid,Arq Hazim,U-060-A-009
6465,Ricon Laboratories (Unani),Sarbat Faulad,Liquid,Sharbat Faulad,U-060-A-004
6466,Ricon Laboratories (Unani),Sarbat Ezaz,Liquid,Sharbat Ejaz,U-060-A-008
6467,Ricon Laboratories (Unani),Sufoof Suzak,Capsule,Sufoof Suzak,U-060-A-001
6468,Ricon Laboratories (Unani),Habbe Nishad,Tablet,Habb-e Nishat,U-060-A-003
6469,Ricon Laboratories (Unani),Kurch Pech,Liquid,Qurs Pechish,U-060-A-005
6470,Ricon Laboratories (Unani),Sarbat Tamarixin,Liquid,Qurs Tamarixin,U-060-A-006
6471,Ricon Laboratories (Unani),Zaoarish Kamuni,Liquid,Jowarish Kamuni,U-060-A-007
6472,Ripon Unani Laboratories,Jinsin Plus,Liquid,Sharbat Jinsin,U-049-A-007
6473,Ripon Unani Laboratories,Sharbat Basok,Liquid,Sharbat Vasac,U-049-A-008
6474,Ripon Unani Laboratories,Qurs Mukavvi Khas,Tablet,Qurs Muqavvi Khas,U-049-A-009
6475,Ripon Unani Laboratories,Qurs Ziabit,Tablet,Qurs Ziabit,U-049-A-010
6476,Ripon Unani Laboratories,Habbe Suranjan,Tablet,Habb-e Suranjan,U-049-A-011
6477,Ripon Unani Laboratories,Habbe Munish,Tablet,Habb-e Munish,U-049-A-012
6478,Ripon Unani Laboratories,Leocorip,Tablet,Qurs Sailan,U-049-A-013
6479,Ripon Unani Laboratories,Leocorip,Liquid,Sharbat Sailan,U-049-A-014
6480,Ripon Unani Laboratories,Sharbat Amrood,Liquid,Sharbat Amrood,U-049-A-015
6481,Ripon Unani Laboratories,Sharbat Jiryani,Liquid,Sharbat Jiryani,U-049-A-016
6482,Ripon Unani Laboratories,Tila Mushki,Oil (Liquid),Tila Mushki,U-049-A-017
6483,Ripon Unani Laboratories,Sharbat Faulad,Liquid,Sharbat Faulad,U-049-A-018
6484,Ripon Unani Laboratories,Sharbat Mavaz,Liquid,Sharbat Mavez,U-049-A-019
6485,Ripon Unani Laboratories,Marham Kharish,Semi-Solid,Marham Kharish,U-049-A-020
6486,Ripon Unani Laboratories,Sharbat Amla,Liquid,Sharbat Amla,U-049-A-021
6487,Ripon Unani Laboratories,Neworip,Liquid,Arq Badiyan,U-149-A-001
6488,Ripon Unani Laboratories,Riprogen,Liquid,Arq Nankha,U-149-A-002
6489,Ripon Unani Laboratories,Riproseb,Liquid,Sharbat Seb,U-149-A-003
6490,Ripon Unani Laboratories,Kalirip,Liquid,Sharbat Santara,U-149-A-004
6491,Ripon Unani Laboratories,Ripokof,Liquid,Sharbat Ejaz,U-149-A-005
6492,Ripon Unani Laboratories,Livorip,Liquid,Sharbat Deenar,U1049-A-006
6493,Ripon Unani Laboratories,Sharbat Musaffi,Liquid,Sharbat Musaffi,U-49-A-022
6494,Ripon Unani Laboratories,Sharbat Belgiri,Liquid,Sharbat Belgiri,U-49-A-023
6495,Ripon Unani Laboratories,Arq Poodina,Liquid,Arq Poodina,U-49-A-024
6496,Ripon Unani Laboratories,Sharbat Neelofar,Liquid,Sharbat Neelofar,U-49-A-025
6497,Ripon Unani Laboratories,Qurs Rhubarb,Tablet,Qurs Rhubarb,U-49-A-026
6498,Ripon Unani Laboratories,Qurs Faulad,Tablet,Qurs Faulad,U-49-A-027
6499,Ripon Unani Laboratories,Ginkgo Biloba,Tablet,Ginkgo Biloba,U-49-A-028
6500,Ripon Unani Laboratories,Spirulina,Tablet,Spirulina 500 mg,U-49-A-029
6501,Ripon Unani Laboratories,Qurs Mulayin,Tablet,Qurs Mulayin,U-49-A-030
6502,Ripon Unani Laboratories,Marham Zaituni,Malam,Marham Zaituni,U-49-A-031
6503,Ripon Unani Laboratories,Qurs Tamarixin,Tablet,Qurs Tamarixin,U-49-A-032
6504,Ripon Unani Laboratories,Habbe Madar,Tablet,Habb-e Madar,U-49-A-033
6505,Ronty Pharmaceuticals (Unani),RP-Ravit,Liquid,Sharbat Faulad,U-262-A-001
6506,Ronty Pharmaceuticals (Unani),Roferon,Liquid,Sharbat Santara,U-262-A-002
6507,Ronty Pharmaceuticals (Unani),RP-Tulsi,Liquid,Sharbat Tulsi,U-262-A-003
6508,Ronty Pharmaceuticals (Unani),Ropativ,Liquid,Sharbat Deenar,U-262-A-004
6509,Ronty Pharmaceuticals (Unani),RP-Ramalin,Liquid,Sharbat Tiflin,U-262-A-005
6510,Ronty Pharmaceuticals (Unani),Rocough,Liquid,Sharbat Sadar,U-262-A-006
6511,Ronty Pharmaceuticals (Unani),RP-Hazim,Liquid,Arq Hazim,U-262-A-007
6512,Ronty Pharmaceuticals (Unani),Arq Maul Lahm,Liquid,Arq Maul Lahm,U-262-A-008
6513,Ronty Pharmaceuticals (Unani),RP-Ramazol,Liquid,Sharbat Belgiri,U-262-A-009
6514,Ronty Pharmaceuticals (Unani),Rapple,Liquid,Sharbat Seb,U-262-A-010
6515,Ronty Pharmaceuticals (Unani),R-Agun,Liquid,Sharbat Jinsin,U-262-A-011
6516,Ronty Pharmaceuticals (Unani),Ronis,Liquid,Sharbat Niswan,U-262-A-012
6517,Ronty Pharmaceuticals (Unani),Rozmina,Liquid,Sharbat Hazmina,U-262-A-013
6518,Ronty Pharmaceuticals (Unani),R-Sailan,Liquid,Sharbat Sailan,U-262-A-014
6519,Ronty Pharmaceuticals (Unani),Rosaton,Liquid,Sharbat Misali,U-262-A-015
6520,Ronty Pharmaceuticals (Unani),Rozabeel,Liquid,Sharbat Zanjabeel,U-262-A-016
6521,Root Unani Laboratories,Rutavit,Liquid,Sharbat Seb,U-84-A-017
6522,Root Unani Laboratories,Stemua,Liquid,Arq Maqattar,U-84-A-018
6523,Root Unani Laboratories,Zinatin,Tablet,Qurs Hazmol,U-84-A-016
6524,Root Unani Laboratories,Zilight,Capsule,Habb-e Mumsik,U-84-A-013
6525,Root Unani Laboratories,Romatik,Capsule,Habb-e Azaraqi,U-84-A-014
6526,Root Unani Laboratories,Zinasum,Tablet,Habb-e Nishat,U-84-A-012
6527,Root Unani Laboratories,Soojan,Tablet,Habb-e Suranjan,U-84-A-015
6528,Root Unani Laboratories,Nizap,Tablet,Qurs Pudina,U-84-A-024
6529,Root Unani Laboratories,Rootvit,Tablet,Habb-e Yarqan,U-84-A-022
6530,Root Unani Laboratories,Indoca,Tablet,Qurs Pechish,U-84-A-021
6531,Root Unani Laboratories,Rotamol,Tablet,Habb-e Bokhar,U-84-A-020
6532,Root Unani Laboratories,Rodicare,Capsule,Qurs Ziabit,U-84-A-019
6533,Root Unani Laboratories,Rootazyl,Tablet,Habb-e Bawaseer Damavi,U-84-A-023
6534,Root Unani Laboratories,Pueric,Liquid,Sharbat Musaffi,U-084-A-001
6535,Root Unani Laboratories,Falasefa,Liquid,Majoon Falasefa,U-084-A-002
6536,Root Unani Laboratories,Lotopal,Liquid,Sharbat Neelofar,U-084-A-003
6537,Root Unani Laboratories,Badian,Liquid,Arq Badiyan,U-084-A-004
6538,Root Unani Laboratories,Breano,Liquid,Sharbat Gaozaban,U-084-A-005
6539,Root Unani Laboratories,Eueratic,Liquid,Sharbat Belgiri,U-084-A-006
6540,Root Unani Laboratories,Oremin,Liquid,Sharbat Kirmin,U-084-A-007
6541,Root Unani Laboratories,Drico,Liquid,Sharbat Ejaz,U-084-A-008
6542,Root Unani Laboratories,Hepasen,Liquid,Sharbat Chylosin,U-084-A-009
6543,Root Unani Laboratories,Remens,Liquid,Sharbat Sailan,U-084-A-010
6544,Root Unani Laboratories,Lesin,Liquid,Sharbat Jinsin,U-084-A-011
6545,Rose Laboratories (Unani),R-Laxafig,Liquid,Sharbat Laxafig,U-250-A-006
6546,Rose Laboratories (Unani),R-Atfal,Liquid,Sharbat Atfal,U-250-A-007
6547,Rose Laboratories (Unani),R-Nilufor,Liquid,Sharbat Neelofar,U-250-A-008
6548,Rose Laboratories (Unani),R-Cardio,Liquid,Sharbat Gaozaban,U-250-A-009
6549,Rose Laboratories (Unani),Root-Jinsin,Liquid,Ginseng,U-250-A-010
6550,Rose Laboratories (Unani),Femelton,Liquid,Sharbat Niswan,U-250-A-011
6551,Rose Laboratories (Unani),Wormkill,Liquid,Sharbat Kirmin,U-250-A-012
6552,Rose Laboratories (Unani),Acidnill Suspension,Syrup,Sufoof Humuzin,U-250-A-013
6553,Rose Laboratories (Unani),Emodi,Tablet,Qurs Rhubarb,U-250-A-015
6554,Rose Laboratories (Unani),Doloria,Capsule,Qurs Awja,U-250-A-016
6555,Rose Laboratories (Unani),Feorose,Capsule,Qurs Faulad,U-250-A-017
6556,Rose Laboratories (Unani),R-Lizer,Capsule,Habb-e Munish,U-250-A-018
6557,Rose Laboratories (Unani),Cofrel,Tablet,Habb-e Sual,U-250-A-019
6558,Rose Laboratories (Unani),Femel Care,Capsule,Qurs Niswani,U-250-A-020
6559,Rose Laboratories (Unani),Pearlton,Tablet,Kushta Sadaf,U-250-A-021
6560,Rose Laboratories (Unani),Pregsolve,Capsule,Habb-e Hamal,U-250-A-022
6561,Rose Laboratories (Unani),R-Murkkavit,Tablet,Habb-e Hayaeen Murakkab,U-250-A-023
6562,Rose Laboratories (Unani),Pyronil,Tablet,Habb-e Bokhar,U-250-A-024
6563,Rose Laboratories (Unani),R-Safron,Capsule,Qurs Mubahhi,U-250-A-025
6564,Rose Laboratories (Unani),R-Vit,Liquid,Sharbat Seb,U-250-A-001
6565,Rose Laboratories (Unani),Roseliv,Liquid,Sharbat Deenar,U-250-A-002
6566,Rose Laboratories (Unani),Ruchi,Liquid,Arq Hazim,U-250-A-003
6567,Rose Laboratories (Unani),Hempure,Liquid,Sharbat Musaffi,U-250-A-004
6568,Rose Laboratories (Unani),Rosecof,Liquid,Sharbat Nazla,U-250-A-005
6569,Rosemark Laboratories (Unani),Digiprol,Liquid,Sharbat Hazmina,U-127-A-006
6570,Rosemark Laboratories (Unani),Habbe Suranjan,Capsule,Habb-e Suranjan,U-127-A-014
6571,Rosemark Laboratories (Unani),Rosemina,Liquid,Arq Nankha,U-127-A-001
6572,Rosemark Laboratories (Unani),Rose Buzuri,Liquid,Sharbat Buzuri,U-127-A-002
6573,Rosemark Laboratories (Unani),Rose Deenar,Liquid,Sharbat Deenar,U-127-A-003
6574,Rosemark Laboratories (Unani),Rozyl,Liquid,Sharbat Belgiri,U-127-A-004
6575,Rosemark Laboratories (Unani),Promiton,Liquid,Sharbat Gaozaban,U-127-A-005
6576,Rosemark Laboratories (Unani),Rose Cof,Liquid,Sharbat Ejaz,U-127-A-007
6577,Rosemark Laboratories (Unani),Carovit,Liquid,Sharbat Misali,U-127-A-008
6578,Rosemark Laboratories (Unani),Orangeberry,Liquid,Sharbat Santara,U-127-A-009
6579,Rosemark Laboratories (Unani),Globinplus,Liquid,Sharbat Faulad,U-127-A-010
6580,Rosemark Laboratories (Unani),Sharbat Laxafig,Liquid,Sharbat Laxafig,U-127-A-011
6581,Rosemark Laboratories (Unani),X-Trip,Capsule,Habb-e Ambar Momiyaee,U-127-A-012
6582,Rosemark Laboratories (Unani),Mumshik-R,Capsule,Habb-e Mumsik,U-127-A-013
6583,Rosemark Laboratories (Unani),Rose-X,Liquid,Sharbat Jinsin,U-127-A-015
6584,Rosemark Laboratories (Unani),Rose-Nishat,Capsule,Habb-e Nishat,U-127-A-016
6585,Rosemark Laboratories (Unani),Rosecare,Liquid,Sharbat Niswan,U-127-A-017
6586,Rosemark Laboratories (Unani),Rosafi,Liquid,Sharbat Musaffi,U-127-A-018
6587,Rosemark Laboratories (Unani),Rosevit,Liquid,Sharbat Seb,U-127-A-019
6588,Rosemark Laboratories (Unani),Sound-Sleep,Capsule,Habb-e Fishar,U-127-A-020
6589,Rosemark Laboratories (Unani),Afjarin,Liquid,Sharbat Sehat-Afza,U-127-A-021
6590,S M E Laboratories (Unani),Aab-E Namak Shireen,Powder,Aab-e Namak Shireen,U-57-A-028
6591,S M E Laboratories (Unani),Nilolex,Liquid,Arq Maul Lahm,U-57-A-002
6592,S M E Laboratories (Unani),Niocia,Tablet,Habb-e Nishat,U-57-A-003
6593,S M E Laboratories (Unani),Niorib,Tablet,Habb-e Kabid Naushadri,U-57-A-004
6594,S M E Laboratories (Unani),Niora,Tablet,Habb-e Ral,U-57-A-007
6595,S M E Laboratories (Unani),Niolam,Liquid,Sharbat Faulad,U-57-A-008
6596,S M E Laboratories (Unani),Niomas,Liquid,Sharbat Deenar,U-57-A-009
6597,S M E Laboratories (Unani),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-57-A-010
6598,S M E Laboratories (Unani),Arq Poodina,Liquid,Arq Poodina,U-57-A-011
6599,S M E Laboratories (Unani),Niomal,Liquid,Sharbat Ejaz,U-57-A-012
6600,S M E Laboratories (Unani),Nional,Tablet,Qurs Pechish,U-57-A-013
6601,S M E Laboratories (Unani),Niocit,Liquid,Sharbat Santara,U-57-A-014
6602,S M E Laboratories (Unani),Niotica,Liquid,Sharbat Seb,U-57-A-015
6603,S M E Laboratories (Unani),Arq Hazim,Liquid,Arq Hazim,U-57-A-018
6604,S M E Laboratories (Unani),Qurs Garlitab,Tablet,Qurs Garlitab,U-57-A-019
6605,S M E Laboratories (Unani),Habbe Ambar Momiyaee,Tablet,Habb-e Ambar Momiyaee,U-57-A-020
6606,S M E Laboratories (Unani),Habbe Mumsik,Tablet,Habb-e Mumsik,U-57-A-021
6607,S M E Laboratories (Unani),Kushta Sadaf,Tablet,Kushta Sadaf,U-57-A-022
6608,S M E Laboratories (Unani),Qurs Muqavvi Khas,Tablet,Qurs Muqavvi Khas,U-57-A-023
6609,S M E Laboratories (Unani),Qurs Awja,Tablet,Qurs Awja,U-57-A-024
6610,S M E Laboratories (Unani),Sharbat Misali,Liquid,Sharbat Misali,U-57-A-025
6611,S M E Laboratories (Unani),Sharbat Jinsin,Liquid,Sharbat Jinsin,U-57-A-026
6612,S M E Laboratories (Unani),Sharbat Niswan,Liquid,Sharbat Niswan,U-57-A-027
6613,S. A. Laboratories (Unani),Puriba,Liquid,Sharbat Musaffi,U-29-A-016
6614,S. A. Laboratories (Unani),Magozin,Liquid,Sharbat Jinsin,U-29-A-015
6615,S. A. Laboratories (Unani),Aska,Liquid,Sharbat Kirmin,U-29-A-014
6616,S. A. Laboratories (Unani),Heton,Liquid,Sharbat Seb,U-29-A-013
6617,S. A. Laboratories (Unani),Magovas,Liquid,Sharbat Ejaz,U-29-A-011
6618,S. A. Laboratories (Unani),Flaton,Liquid,Sharbat Tiflin,U-29-A-010
6619,S. A. Laboratories (Unani),Mecorex,Liquid,Sharbat Sadar,U-29-A-008
6620,S. A. Laboratories (Unani),Limuzin,Liquid,Sharbat Hazmina,U-29-A-005
6621,S. A. Laboratories (Unani),Mictra,Liquid,Sharbat Buzuri,U-29-A-004
6622,S. A. Laboratories (Unani),Dyril,Liquid,Sharbat Belgiri,U-29-A-003
6623,S. A. Laboratories (Unani),Hepato,Liquid,Sharbat Deenar,U-29-A-002
6624,S. A. Laboratories (Unani),Magferol,Liquid,Sharbat Faulad,U-29-A-001
6625,"S. S. Laboratories (Unani), East Jurain, Dhaka",Bicold,Liquid,Sharbat Vasac,U-144-A-080
6626,"S. S. Laboratories (Unani), East Jurain, Dhaka",S-Ruchiban,Liquid,Sharbat Amla,U-144-A-061
6627,"S. S. Laboratories (Unani), East Jurain, Dhaka",Cardium,Liquid,Sharbat Dimaghi,U-144-A-062
6628,"S. S. Laboratories (Unani), East Jurain, Dhaka",Ferodin,Liquid,Sharbat Faulad,U-144-A-063
6629,"S. S. Laboratories (Unani), East Jurain, Dhaka",Minita,Liquid,Sharbat Shefa,U-144-A-064
6630,"S. S. Laboratories (Unani), East Jurain, Dhaka",Penliv,Liquid,Kalamegh,U-144-A-065
6631,"S. S. Laboratories (Unani), East Jurain, Dhaka",Libidogen,Semi-Solid,Majoon Arad-e Khurma,U-144-A-066
6632,"S. S. Laboratories (Unani), East Jurain, Dhaka",Silizin,Capsule,Milk Thistle 140 mg,U-144-A-067
6633,"S. S. Laboratories (Unani), East Jurain, Dhaka",Inso,Capsule,Habb-e Fishar,U-144-A-068
