name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
SETU DRUG AYURVEDIC LABORATORIS,TERMID,Liquid,Arjunarista,AY-18-A-005,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Liverdin,Liquid,Amritarista,AY-18-A-008,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,DECADOL,Liquid,Dasamularista,AY-18-A-004,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,ALCOLIS,Liquid,Chandanasav,AY-18-A-009,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,FERAZEL,Liquid,Bhimras,AY-18-A-012,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,VITAPEPS,Liquid,Balarista,AY-18-A-001,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,RISTACIN,Liquid,Vasakarista / Vasakasav,AY-18-A-002,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,DAYTED,Liquid,Mustakarista,AY-18-A-003,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,LEDAX,Tablet,Raja Prabartini Bati,AY-18-A-011,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,KALAMEGHASAV,Liquid,Kalameghasav,AY-18-A-018,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,DIFOCID,Liquid,Dasanga Kwath,AY-18-A-020,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,S-PLEX,Liquid,Sanjivani Rasayan,AY-18-A-017,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,FERATON,Liquid,Louhasav,AY-18-A-016,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,AMALAKI RASAYAN,Liquid,Amalaki Rasayan,AY-18-A-013,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,TRIFALA CHURNA,Semi-Solid,Trifala Churna,AY-18-A-019,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,CHABON PRASH,Semi-Solid,Chyabanprash,AY-18-A-021,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,VIGOZIN,Tablet,Kamini Vidravan Ras,AY-18-A-015,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,PAUR SIX,Tablet,Ratibilas Bati,AY-18-A-014,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,DAYTIDIN,Tablet,Mahagni Bati,AY-18-A-010,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Soyavit,Liquid,Soyacal Vitamix,AY-18-A-032,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,S-D Cal,Tablet,Manjistha/Rubia,AY-18-A-033,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,S-Thisol,Capsule,Milk Thistle 70 mg,AY-18-A-034,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Arshahara bati,Capsule,Arshahara Bati,AY-18-A-035,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Palodex,Capsule,Saw Palmetto 160 mg,AY-18-A-036,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Neemsol,Capsule,Neem,AY-18-A-037,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Rheulax,Tablet,Colchicum,AY-18-A-038,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Ginkgocap,Capsule,Ginkgo Biloba 120 mg,AY-18-A-039,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Acnesol,Capsule,Phytolacca,AY-18-A-040,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Hyssop,Capsule,Hyssop,AY-18-A-041,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Rauwolfia,Capsule,Rauwolfia,AY-18-A-042,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Nigella,Capsule,Nigella,AY-18-A-043,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Spirulina Plus,Capsule,Spirulina,AY-18-A-044,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Ispagul Spicy,Powder,Ispaghula Husk,AY-18-A-045,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,SD-Zole,Capsule,Pipermint 2 gm/5 ml,AY-18-A-046,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Kalomegh,Capsule,Kalamegh,AY-18-A-047,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Babzyme,Liquid,Aravindasav,AY-18-A-048,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Panosin,Liquid,Prasarani Sandhan,AY-18-A-023,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,SDX-30,Capsule,Swapna Bilash,AY-18-A-022,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Painsolve,Capsule,Brihat Vat Gajangkush,AY-18-A-031,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Slimozin,Capsule,Tankan Bati,AY-18-A-030,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Sinovex,Capsule,Sanjiban Bati,AY-18-A-029,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Iros-D,Capsule,Darbadi Louha,AY-18-A-028,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Fair Plus,Capsule,Shibani Bati,AY-18-A-027,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Diasolve,Capsule,Bahu Mutrantak Ras,AY-18-A-026,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Fevasin,Capsule,Chintamani Ras (Jwar),AY-18-A-025,Ayurvedic,Not Specified
SETU DRUG AYURVEDIC LABORATORIS,Jinorex,Capsule,Joubansatadal,AY-18-A-024,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Dasamularista,Tablet,Dasamularista,AY-87-A-001,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Saribadi,Tablet,Saribadi,AY-87-A-002,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Chandanasav,Tablet,Chandanasav,AY-87-A-003,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Amritarista,Tablet,Amritarista,AY-87-A-004,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Kanakasav,Tablet,Kanakasav,AY-87-A-005,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Aswagandharista,Tablet,Aswagandharista,AY-87-A-006,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Punarnavadyarista,Tablet,Punarnavadyarista,AY-87-A-007,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Maha Draksharista,Tablet,Maha Draksharista,AY-87-A-008,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Maha Draksharista,Liquid,Maha Draksharista,AY-87-A-008,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Parpatadyarista,Liquid,Parpatadyarista,AY-87-A-009,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Rohitakarista,Liquid,Rohitakarista,AY-87-A-010,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Ashokarista,Liquid,Ashokarista,AY-87-A-012,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-87-A-013,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Kutajarista,Liquid,Kutajarista,AY-87-A-014,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Patrangasav,Liquid,Patrangasav,AY-87-A-015,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Kamini Vidravan Ras,Tablet,Kamini Vidravan Ras,AY-87-A-016,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Pradarantak Louha,Tablet,Pradarantak Louha,AY-87-A-017,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Chyabanprash,Semi-Solid,Chyabanprash,AY-87-A-018,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Sukrasanjibani,Semi-Solid,Sukrasanjibani Modak,AY-87-A-019,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Vasakarista,Liquid,Vasakarista / Vasakasav,AY-87-A-020,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Mustakarista,Liquid,Mustakarista,AY-87-A-021,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Vaskar Lavan,Powder,Vaskar Lavan,AY-87-A-022,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Panchatikta Grita Guggulu,Semi-Solid,Panchatikta Grita Guggulu,AY-87-A-023,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Brihat Bangeswar,Tablet,Brihat Bangeswar,AY-87-A-024,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Naradiya Mahalaskmi Bilas,Tablet,Naradiya Mahalaskmi Bilas,AY-87-A-025,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Brihat Purnachandra Ras,Tablet,Brihat Purnachandra Ras,AY-87-A-026,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Brihat Sarvajwar Har Louha,Tablet,Brihat Sarvajwar Har Louha,AY-87-A-027,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Biranga Louha,Tablet,Biranga Louha,AY-87-A-028,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Dashan Sanskar Churna,Powder,Dashan Sanskar Churna,AY-87-A-029,Ayurvedic,Not Specified
SHABESHREE AUSHADHALAYA AYURVEDIC,Slesma Sailendra Ras,Tablet,Slesma Sailendra Ras,AY-87-A-030,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Abhayarista,Liquid,Abhayarista,AY-4-A-069,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Amritarista,Liquid,Amritarista,AY-4-A-070,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Arjunarista,Liquid,Arjunarista,AY-4-A-063,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Ashokarista,Liquid,Ashokarista,AY-4-A-062,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-4-A-052,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chandanasav,Liquid,Chandanasav,AY-4-A-061,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Kutajarista,Liquid,Kutajarista,AY-4-A-071,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-4-A-055,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Dasamularista,Liquid,Dasamularista,AY-4-A-053,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Patrangasav,Liquid,Patrangasav,AY-4-A-050,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Punarnavadyarista,Liquid,Punarnavadyarista,AY-4-A-060,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-4-A-085,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),BrahmiRasayan,Liquid,BrahmiRasayan / Sarswatarista,AY-4-A-064,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Aswagandharista,Liquid,Aswagandharista,AY-4-A-057,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Maha Draksharista,Liquid,Maha Draksharista,AY-4-A-056,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Rohitakarista,Liquid,Rohitakarista,AY-4-A-084,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Saribadyarista,Liquid,Saribadyarista,AY-4-A-119,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Jambadyarista,Liquid,Jambadyarista,AY-4-A-058,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Balarista,Liquid,Balarista,AY-4-A-076,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Louhasav,Liquid,Louhasav,AY-4-A-059,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Kankasav,Liquid,Kanakasav,AY-4-A-073,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Kankayan Gudika,Tablet,Kankayan Gudika,AY-4-A-167,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Krishna Chaturmukha,Tablet,Krishna Chaturmukha,AY-4-A-317,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chintamoni Chaturmukha,Tablet,Chintamani Chaturmukha,AY-4-A-132,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chintamoni Ras (Vat),Tablet,Chintamani Ras (Vat),AY-4-A-152,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chintamani Ras,Tablet,Chintamani Ras (Hrid),AY-4-A-177,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Dhatri Louha,Tablet,Dhatri Louha,AY-4-A-332,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Nabayas Louha,Tablet,Nabayas Louha,AY-4-A-005,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Naradiya Mahalaskmi Bilas,Tablet,Naradiya Mahalaskmi Bilas,AY-4-A-327,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Pittantak Ras,Tablet,Pittantak Ras,AY-4-A-150,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Pijushballi Ras,Tablet,Pijushballi Ras,AY-4-A-018,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Pradarantak Ras,Tablet,Pradarantak Ras,AY-4-A-153,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Prameha Chintamani,Tablet,Prameha Chintamani,AY-4-A-358,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Bajra Khar,Khar,Bajra Khar,AY-4-A-124,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Basanta Kusumakar,Tablet,Basanta Kusumakar Ras,AY-4-A-318,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Agnikumar Ras,Tablet,Brihat Agnikumar Ras (Agnimandaya),AY-4-A-319,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Khadir Batika,Tablet,Brihat Khadir Batika,AY-4-A-344,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Guduchydi Louha,Tablet,Guduchydi Louha,AY-4-A-140,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Purnachandra Ras,Tablet,Brihat Purnachandra Ras,AY-4-A-384,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Bangeswar,Tablet,Brihat Bangeswar,AY-4-A-14,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat vat Gajangkush,Tablet,Brihat Vat Gajangkush,AY-4-A-009,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Bat Chintamani,Tablet,Brihat Bat Chintamani,AY-4-A-10,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Jakridari Louha,Tablet,Jakridari Louha,AY-4-A-158,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Labangadi Bati,Tablet,Labangadi Bati,AY-4-A-165,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Sarvajwar Har Louha,Tablet,Brihat Sarvajwar Har Louha,AY-4-A-013,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Somnath ras,Tablet,Brihat Somnath Ras,AY-4-A-011,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Bhubaneswar,Tablet,Bhubaneswar,AY-4-A-174,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Makaradhwaj Ras,Tablet,Makaradhwaj Ras,AY-4-A-356,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Makardhwaj Rasayan,Tablet,Makardhwaj Rasayan,AY-4-A-301,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Manmathavra,Tablet,Manmathavra Ras,AY-4-A-395,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Manikya Ras,Tablet,Manikya Ras,AY-4-A-284,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Mahagandak,Tablet,Mahagandak,AY-4-A-004,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Mahalaksmi Bilas,Tablet,Mahalaksmi Bilas (Shirorog),AY-4-A-012,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Mahasankha Bati,Tablet,Mahasankha Bati,AY-4-A-003,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Jogendra Ras,Tablet,Jogendra Ras,AY-4-A-031,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Raja Prabartini,Tablet,Raja Prabartini Bati,AY-4-A-006,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chandramrita Ras,Tablet,Chandramrita Ras,AY-4-A-205,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Saribadi Bati,Tablet,Saribadi Bati,AY-4-A-121,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Hemnath ras,Tablet,Hemnath Ras,AY-4-A-186,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Talishadi Churna,Powder,Talishadi Churna,AY-4-A-067,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Vaskar Lavan,Powder,Vaskar Lavan,AY-4-A-112,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Mritunjoy Ras,Tablet,Mritunjoy Ras,AY-4-A-015,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Nasta Puspantak Ras,Tablet,Nasta Puspantak Ras,AY-4-A-136,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Kamchuramani Ras,Tablet,Brihat Kamchuramani,AY-4-A-214,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Panchanan Ras Louha,Tablet,Panchanan Ras Louha,AY-4-A-218,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Vat Raktantak Ras,Tablet,Vat Raktantak Ras,AY-4-A-219,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Ambatari Bati,Tablet,Ambatari Bati,AY-4-A-222,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Bangastak,Tablet,Bangastak,AY-4-A-225,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Val Kulantak,Tablet,Vat Kulantak,AY-4-A-163,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Satamulayadi Louha,Tablet,Satamulayadi Louha,AY-4-A-273,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Pippalyadi Louha,Tablet,Pippalyadi Louha,AY-4-A-312,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chandrakanti Ras,Tablet,Chandrakanti Ras,AY-4-A-328,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Val Rogantak Ras,Tablet,Val Rogantak,AY-4-A-336,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Pradarari Louha,Tablet,Pradarari Louha,AY-4-A-338,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Somnath Ras,Tablet,Somnath Ras,AY-4-A-340,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Panchamrita Louha Guggulu,Tablet,Panchamrita Louha Guggulu,AY-4-A-341,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Hinguleswar,Tablet,Hinguleswar,AY-4-A-348,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Basantamalati,Tablet,Basantamalati Ras,AY-4-A-349,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Amlapittantak Churna,Tablet,Amlapittantak Churna,AY-4-A-378,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Vat Slesmantak Ras,Tablet,Vat Slesmantak Ras,AY-4-A-400,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Kitari  Ras,Tablet,Kitari Ras,AY-4-A-002,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Eladi Gudika,Tablet,Eladi Gudika,AY-4-A-093,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chandraprabha Ras,Tablet,Chandraprabha Ras,AY-4-A-127,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chitrak Gurika,Tablet,Chitrak Gurika,AY-4-A-148,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chandrangshu Ras,Tablet,Chandrangshu Ras,AY-4-A-160,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Gulmakalanal Ras,Tablet,Gulmakalanal Ras,AY-4-A-152,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Bridhibadhika Bati,Tablet,Bridhibadhika Bati,AY-4-A-200,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Saraguna Balijarita Makardwaja,Powder,Saraguna Balijarita Makardwaja,AY-4-A-098,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Sidha Makardwaja,Tablet,Sidha Makardwaja,AY-4-A-101,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Abhaya Lavan,Powder,Abhaya Lavan,AY-4-A-058,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Basakusmanda Khanda,Semi-Solid,Basakusmanda Khanda,AY-4-A-360,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Kutajabaleha,Semi-Solid,Kutajabaleha,AY-4-A-357,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Shri Madnananda,Semi-Solid,Shri Madanananda Modak,AY-4-A-379,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Kushabaleha,Semi-Solid,Kushabaleha,AY-4-A-089,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Jirakadya Modak,Semi-Solid,Brihat Jirakadya Modak,AY-4-A-094,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Jogaraj Guggulu,Powder,Brihat Jogaraj Guggulu,AY-4-A-090,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Basabaleha,Semi-Solid,Brihat Basabaleha,AY-4-A-095,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Chyabanprash,Semi-Solid,Chyabanprash,AY-4-A-074,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Maharasonpinda,Semi-Solid,Maharasonpinda,AY-4-A-345,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Sukrasanjibani,Semi-Solid,Sukrasanjibani Modak,AY-4-A-340,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Brihat Haridra Khanda,Semi-Solid,Brihat Haridra Khanda / Sheeta Pittari,AY-4-A-091,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Haritaki Khanda,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-4-A-096,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Bhargigur,Semi-Solid,Bhargigur,AY-4-A-113,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Arjun Ghrita,Liquid,Arjun Ghrita,AY-4-A-116,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Amritaprash Ghrita,Semi-Solid,Amritaprash Ghrita,AY-4-A-106,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Ashok Grita,Ghrita,Ashok Ghrita,AY-4-A-118,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),KumarKalyan Ghrita,Semi-Solid,Kumar Kalyan Ghrita,AY-4-A-108,Ayurvedic,Not Specified
SHADHONA AUSHADHALAYA LTD. (AYURVEDIC),Kumar Kalpadruma Grita,Liquid,Kumar Kalpadruma Ghrita,AY-4-A-125,Ayurvedic,Not Specified
