name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Biogen X,Tablet,Colchicine + Collagen II,017-015-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Pavitex,Capsule,Ginseng,017-0001-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Altiver,Capsule,Ginkgo,017-0003-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),John's 3oo mg,Capsule,St. John's Wort,017-0002-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),K-rulina,Capsule,Spirulina,017-010-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Prostanor,Capsule,Saw Palmetto,017-011-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Livaboost,Capsule,Silymarin,017-012-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Basaka Syrup,Syrup,Basak,039-001-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Ginkgo Biloba 120,Capsule,Ginkgo Biloba,039-002-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Ginkgo Biloba 80,Capsule,Ginkgo Biloba,039-003-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Ginkgo Biloba 60,Capsule,Ginkgo Biloba,039-004-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Echinacea,Capsule,Echinacea,039-005-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),St. John's Wort,Capsule,St. John's Wort,039-006-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Black Cohosh,Capsule,Black Cohosh,039-007-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Biotin,Tablet,Biotin,039-008-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Lutein Plus,Capsule,Lutein (Powder) + Zeaxanthin,039-009-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Melatonin,Capsule,Melatonin,039-010-94,Herbal,Not Specified
MEDIEARTH LTD. (HERBAL DIVISION),Youhimbe Bark,Tablet,Yohimbine Hydrochloride,039-011-94,Herbal,Not Specified
MEDIMET HERBAL AND NUTRACEUTICALS,Wort 300 mg,Capsule,St. John's Wort,009-0001-94,Herbal,Not Specified
MEDIMET HERBAL AND NUTRACEUTICALS,Ginkoba,Capsule,Ginkgo,009-0002-94,Herbal,Not Specified
MEDIMET HERBAL AND NUTRACEUTICALS,Giseng,Capsule,Ginseng,009-0003-94,Herbal,Not Specified
MEDIMET HERBAL AND NUTRACEUTICALS,Stev,Tablet,Stevia Leave Powder,009-0004-94,Herbal,Not Specified
MEDIMET HERBAL AND NUTRACEUTICALS,Provit,Capsule,Spirulina,009-0005-94,Herbal,Not Specified
MEDIMET HERBAL AND NUTRACEUTICALS,Silym 70,Capsule,Silymarin,009-0006-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Alit,Capsule,Silymarin,054-007-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Yocon,Capsule,Yohimbine Hydrochloride,054-008-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Lacto-B,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,054-009-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Fegin,Capsule,Dongque,054-010-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Maxtrol,Capsule,Red Clover,054-011-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Savim,Capsule,Ashwagandha + Kosturi Lata,054-012-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Apato,Capsule,Bhui Amla,054-013-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),E-Rose,Capsule,Evening Primrose Oil,054-014-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),FE-SAF,Capsule,Chaste Tree,054-015-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Suncap,Capsule,Evening Primrose Oil,054-024-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Ovagud,Capsule,Myo Inositol + Vitex Eagnus Extract,054-025-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Macuvus,Capsule,Bilberry Fruits,054-026-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Deflora,Capsule,Bifidobacterium Longum + Inulin Prebiotic + Lactobacillus Acidophillus + Streptococcus Thermphilus + Xylo-oligosaccharide,054-027-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Germina,Capsule,Probiotic Saccharomyces Boulardii,054-028-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),G-Lacta,Capsule,Ashwagandha + Doodhi + Jivanti + Lasuna (Allium Sativum) + Methi Seed + Shatavari (Aspargus recemosus) + Vidharikand,054-029-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Pagatil,Capsule,Wild Yam Extract 400 mg,054-030-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Valedin,Capsule,Valerian,054-031-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Us-Biotin,Capsule,Biotin,054-032-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Creon-D,Capsule,Elemental Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,054-033-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Hanabiratake,Capsule,Sparassis Crispa,054-034-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Zantox,Capsule,Lutein (Powder) + Zeaxanthin,054-035-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Loba-60,Capsule,Ginkgo,054-0001-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Renshen,Capsule,Ginseng,054-0002-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Minso,Capsule,St. John's Wort,054-0003-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Meto,Capsule,Saw Palmetto,054-0004-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Platen,Capsule,Spirulina,054-0005-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Purea,Capsule,Echinacea,054-0006-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Black Seed,Capsule,Nigella Sativa,054-016-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Bee Pollen 500 mg,Capsule,Bee Pollen,054-017-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Aloe Vera,Capsule,Aloevera,054-018-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Ocovus,Capsule,Bilberry Fruits,054-019-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Coenzyme Q10,Capsule,Coenzyme Q-10,054-020-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Biotin,Capsule,Biotin,054-021-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Makrel,Capsule,Omega 3 Fish Oil,054-022-94,Herbal,Not Specified
MIRCO NEUTRICARE (HERBAL),Chitos,Capsule,Chiotosan,054-023-94,Herbal,Not Specified
MODERN DRUG (HERBAL),Ginmex,Capsule,Ginseng,021-0001-94,Herbal,Not Specified
MODERN DRUG (HERBAL),Herbopam,Capsule,St. John's Wort,021-0002-94,Herbal,Not Specified
MODERN DRUG (HERBAL),PVD,Capsule,Ginkgo,021-0003-94,Herbal,Not Specified
MODERN DRUG (HERBAL),Prostasave,Capsule,Saw Palmetto,021-0004-94,Herbal,Not Specified
MODERN DRUG (HERBAL),Cardotea,Tablet,Green Tea,021-0005-94,Herbal,Not Specified
MODERN HERBAL PHARMACEUTICALS,Ashwagandha & Kosturi Lata,Capsule,Ashwagandha + Kosturi Lata,003-0007-94,Herbal,Not Specified
MODERN HERBAL PHARMACEUTICALS,Sarpagondha,Syrup,Sarpagondha,003-0008-94,Herbal,Not Specified
MODERN HERBAL PHARMACEUTICALS,Garlic 300 mg,Capsule,Garlic,003-0001-94,Herbal,Not Specified
MODERN HERBAL PHARMACEUTICALS,Spirulina 450 mg,Capsule,Spirulina,003-0002-94,Herbal,Not Specified
MODERN HERBAL PHARMACEUTICALS,Ginko Biloba 40 mg,Tablet,Ginkgo,003-0003-94,Herbal,Not Specified
MODERN HERBAL PHARMACEUTICALS,Ginseng,Capsule,Ginseng,003-0004-94,Herbal,Not Specified
MODERN HERBAL PHARMACEUTICALS,Stevia 500 mg,Tablet,Stevia Leave Powder,003-0005-94,Herbal,Not Specified
MODERN HERBAL PHARMACEUTICALS,Green Tea 500 mg,Tablet,Green Tea,003-0006-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Persly,Capsule,Spirulina,019-015-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Fatycid,Capsule,Omega 7 Powder Extract,019-016-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Bacila,Pediatric Drops,Lactobacillus Rhamnosus,019-017-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Biore,Powder,Saccharomyces Boulardii,019-018-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Polit,Soap Bar,Activated Charcoal + Neem Oil + Tea Tre Oil 1%,019-019-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Biositol,Tablet,Myo Inositol + Vitex Agnus,019-020-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Estrogen,Capsule,Red Clover,019-021-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Otubic,Capsule,Inulin + Lactobacillus Helveticus,019-022-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Biohydra,Tablet,Biotin,019-023-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Depheat,Cream,Arnica Montana Flower Oil + CBD Oil (Hemp Oil/Extract) + Methyl Sulfonyl Methane (MSM) Powder,019-024-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Lactobid,Capsule,Chaste Tree,019-025-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Neoter,Shampoo,Coal Tar Oil / Pine Tar Oil,019-026-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Keton,Soap Bar,Coal Tar Oil / Pine Tar Oil + Willow Bark Extract as Salicylic Acid,019-027-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Procyst,Capsule,D Chiro Inositol (Carob),019-028-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Gcosam,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride,019-029-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Neomups,Tablet,Cascara Powder Extract + Licorice Root Powder + Senna Powder Extract + Turpeth Powder Extract,019-030-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Sumvital SG,Capsule,Ginseng,019-031-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Jointox,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride + MSM,019-032-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Zomato,Capsule,Ashwagandha Root Powder + Borage Seed Oil + Cassava Root Extract + Dandelion Root Extract + Evening Primrose Oil + Licorice Root Extract + Maca Root Powder + Red Clover Leaf Extract + Tribulus Terrestris Fruit Extract + Vitex (Chaste Berry),019-033-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oligosperm,Capsule,5-Hydroxytryptophan (5 HTP) + Dong Quai Root Extract + Epimedium Aerical Parts + Ginkgo Biloba + Maca Root Extract + Melatonin + Myo Inositol + Shatavari Root + Tribulus Terrestris Fruit Extract + Vitex (Chaste Berry),019-034-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Inflor-J,Powder,lactobacillus Reuteri,019-036-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oxilpha,Capsule,Alpha Lipoic Acid,019-037-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,MyCap,Capsule,Ginkgo Biloba,019-038-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Aptigut,Capsule,Bifidobacterium Lactis + Lactobacillus Acidophillus,019-039-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oxicharcoal,Capsule,Activated Charcoal,019-040-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oxilipida,Capsule,Red Yeast Rice Extract (Monakolin K 5%),019-041-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Cur-Q,Tablet,Curcuminoids,019-042-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Ontab,Tablet,Bromelain (Fruit & Stem) + Trypsin,019-043-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Grofer,Tablet,Wild Yam Extract 400 mg,019-044-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Xymotac,Capsule,Evening Primrose Oil,019-045-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Otucid,Capsule,Omega 3 Fish Oil,019-046-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Gluflex,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine + Methyl Sulfonyl Methane (MSM) Powder,019-047-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Grofer,Tablet,Wild Yam,019-044-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Ginkorus,Capsule,Ginkgo Biloba,019-048-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Jointright,Tablet,Chondroitin Sulfate + Collagen Type-1 + L-Arginine + Sodium Hyaluronate + Vitamin C (L-Ascorbic Acid),019-049-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,UBILife,Capsule,Coenzyme Q-10 + Magnesium Oxide + Vitamin D3,019-050-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oxiovam,Tablet,Chromium + D-Chiro-Inositol + L-Arginine + L-Methyl Folate + Myo Inositol + N-Acetyl Cysteine + Selenium + Vitamin D3 + Zinc,019-051-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oxisperm,Tablet,Asparagus + Coenzyme Q-10 + Dehydroepiandrosterone + Folic Acid + L-Arginine + L-Carnitine + L-Methyl Folate + Myo Inositol + N-Acetyl Cysteine + Omega 3 Fish Oil + Selenium + Withania Somnifera + Zinc,019-052-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Nervafix,Tablet,Alpha Lipoic Acid + Biotin + Chromium + Selenium + Vitamin B1 (Thiamine) + Vitamin B5 (D Pntothenate Calcium) + Vitamin B6 (Pyridixine Hydrochloride) + Vitamin E (Dl-alpha-tocopheryl acetate) + Zinc,019-053-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Omacor,Capsule,Copper + Lutein (Powder) + Omega 3 Fish Oil + Vitamin C (L-Ascorbic Acid) + Vitamin E (Dl-alpha-tocopheryl acetate) + Zeaxanthin + Zinc,019-054-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Eprose,Capsule,Evening Primrose Oil + Vitamin E (Dl-alpha-tocopheryl acetate),019-055-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Capium,Tablet,Calcium + Microcrystalline Hydroxyapatite Concentrate + Phosphorus,019-055-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Sunbio,Pediatric Drops,Vitamin D3 + Vitamin K2 (Menaquinone-7,019-057-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,PCO CareMax,Tablet,D Chiro Inositol (Carob) + L-Methyl Folate + Melatonin + Myo Inositol + Vitamin D3,019-058-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,RP-Q,Capsule,Coenzyme Q-10 + Vitamin E (Dl-alpha-tocopheryl acetate),019-060-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Presto-X,Capsule,Pausinystalia Yohimbe,019-061-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Permet,Soap Bar,Ketoconazole + ZPTO,019-062-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Simogut,Capsule,Silymarin,019-063-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Eberry,Capsule,Cranberry Fruit Extract + Lycopene (From Natural Tomato Extract) + Pygeum bark + Saw Palmetto + Uva-ursi/Bearberry,019-065-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Glujoint,Capsule,Boswellia Serrata Extract + Hyaluronic Acid + Methyl Sulfonyl Methane (MSM) Powder + Turmeric Extract + Undenatured Type II Collagen,-067-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,EPO Cap,Capsule,Evening Primrose Oil + Gamma Linolenic Acid + Vitamin E 15 IU,019-068-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Zoten-i,Capsule,Lutein (Powder) + Vitamin C (L-Ascorbic Acid) + Vitamin E (Dl-alpha-tocopheryl acetate) + Zeaxanthin + Zinc,019-069-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Fistabon,Tablet,Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,019-070-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Cranper,Tablet,Cranberry Extract + D-Mannose,019-071-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Sunvitd3dha,Drops,Lichen Extract (as Vitamin D3),019-072-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Osteogel,Ointment,Soy Bean (glycine Soja) Sourced B-Sitosterol,019-005-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Mindcal-D,Capsule,Pearlium,019-006-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Sunolina,Capsule,Spirulina,019-007-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Blubio,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,019-008-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oxihepato,Capsule,Milk Thistle,019-009-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Justica,Syrup,Basak,019-010-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Joymax,Tablet,Yohimbine Hydrochloride,019-011-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oxiflore CKD,Capsule,Bifidobacterium Longum + Inulin Prebiotic + Lactobacillus Acidophillus + Streptococcus Thermphilus + Xylo-oligosaccharide,019-012-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Oxibiota,Capsule,Bifidobacterium Bulgaricus + Bifidobacterium Infantis + Bifidobacterium Lactis + Bifidobacterium Longum + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Paracasei + Streptococcus Thermphilus,019-013-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Addlife,Capsule,Coenzyme Q-10,019-014-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Inflor-J,Capsule,Probiotic Preparation (Ready to Fill Probiotic & Prebiotic Mixture),019-077-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Utamin,Effervescent Tablet,Biotin + L-Methyl Folate + Magnesium + Pantothenic Acid + Vitamin B1 (Thiamine) + Vitamin B12 (Cyanocobalamin) + Vitamin B2 (Riboflavin) + Vitamin B3 (Niacin) + Vitamin B6 (Pyridixine Hydrochloride) + Vitamin C (L-Ascorbic Acid) + Zinc,019-066-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Kedopa,Tablet,L-Alanine + L-Arginine + L-Aspartic Acid + L-Glutamic Acid + L-Glycine + L-Histidine + L-Hydroxylysine + L-Hydroxyproline + L-Isoleucine + L-Leucine + L-Lysine + L-Methionine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Tyrosine + L-Valine,019-064-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Q-10 Plus,Capsule,Spirulina Fine Powder,019-001-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,X-Plor,Capsule,Ginseng Extract,019-002-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Ora-Plus,Capsule,St. Jhon's Extract,019-003-94,Herbal,Not Specified
NEOVENTIS BIOTECH HERBAL & NUTRACEUTICALS,Assure,Capsule,Ginkgo Biloba Dry Extract,019-004-94,Herbal,Not Specified
OPSONIN HERBAL & NEUTRACEUTICAL LTD.,Adolef,Syrup,Basak + Darchini + Elach + Gul Marich + Haritaki + Jashthi Madhu + Karkat Sringi + Katfal + Kur + Labanga + Pipul + Sunthi + Tejpata,033-002-94,Herbal,Not Specified
OPSONIN HERBAL & NEUTRACEUTICAL LTD.,Natlina,Capsule,Spirulina,033-003-94,Herbal,Not Specified
OPSONIN HERBAL & NEUTRACEUTICAL LTD.,Holly Seed,Capsule,Black Seed Oil,033-001-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Infecnocea,Capsule,Echinacea,013-005-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Lipilow,Capsule,Allium Sativum,013-006-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Fertile Q 10,Capsule,Coenzyme Q-10,013-007-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Reboost,Capsule,Withania Somnifera,013-008-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Low Tens,Capsule,Sarpagondha,013-009-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Erectob,Tablet,Yohimbine Hydrochloride,013-010-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Diamum,Capsule,Gurmar + Methi Seed,013-011-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Smilon,Capsule,Muira Puama,013-012-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Constipen,Powder,Ispaghula Husk + Senna,013-013-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Oximum,Syrup,Cranberry Concentrate Powder,013-014-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Menstone,Capsule,Chaste Tree,013-015-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Bronchomum,Syrup,Basak,013-016-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Neuromum,Capsule,Bacopa Monnieri + Centella Asiatia,013-017-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Hepanco,Capsule,Silymarin,013-018-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Probiotica,Capsule,Bifidobacterium bifidum + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,013-019-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Arthomum,Tablet,Cucuminoids,013-020-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),G-Pro,Tablet,Fermented Soy,013-021-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Spiromum,Capsule,Spirulina,013-022-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Off Cyst,Capsule,D Chiro Inositol (Carob),013-023-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Pearlical-D,Capsule,Pearlium,013-024-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Ginset,Capsule,Ginseng,013-001-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Ginkoba 60 mg,Capsule,Ginkgo,013-002-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),J-Wort,Capsule,St. John's Wort,013-003-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Palmet 160 mg,Capsule,Saw Palmetto,013-004-94,Herbal,Not Specified
OPTIMUM PHARMACEUTICALS (HERBAL),Ginkoba 60 mg Capsule,Capsule,Ginkgo Biloba,013-002-94,Herbal,Not Specified
PARENT HERBAL LABORATORIES,PGT,Tablet,Green Tea,014-0001-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Qfol 400,Capsule,Folate,024-010-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Laxgel Effervescent Granules,Powder,Ispaghula Husk,024-002-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Delcyst,Capsule,D Chiro Inositol (Carob),024-004-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Qfol-1000,Capsule,Folic Acid,024-012-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),D-Myo,Tablet,D-Chiro-Inositol + Myo Inositol,024-011-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Bonigen,Tablet,Boron + Boswellia Serrata Extract + Glucosamine Sulfate Potassium Chloride + Undenatured Type II Collagen,024-009-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Ginseng,Capsule,Ginseng,024-0001-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Colacap 40,Capsule,Undenatured Type II Collagen,024-008-94,Herbal,Not Specified
