name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
REFINE HOMOEO LABORATORY,Fine Rheuma Care,Capsule,Ferrum Phosphoricum 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X + Nat Phos 3X,H-55-A-44,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Fever Cure,Capsule,Aconite 3x + Belladona 3x + Bryonia 3X + Ferrum Phos 3X + Gelsemium 3X,H-55-A-45,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Re Anaemia,Capsule,Calcarea Phos-3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Nat Phos 3X,H-55-A-46,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Pressure Cure,Capsule,Allium Sat 6X + Glonoineum 3x + Kali Iodide 6X + Kali Phos 3X + Rauwolfia S. 3X + Valeriana Off 3X,H-55-A-47,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,RE Cough,Capsule,Antim Sulph + Bryonia Alb. 2x + Drosera 2x + Eucalyptus 2X + Ipecac 3X,H-55-A-48,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Cold Alage,Capsule,Not Specified,H-55-A-49,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Fine Piles Cure,Capsule,Not Specified,H-55-A-50,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Male-Feeling,Capsule,Not Specified,H-55-A-51,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Re-Menstrual,Capsule,Not Specified,H-55-A-52,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Fine Gasto Cure,Capsule,Nat Phos 3X + Nat Sulph 3X + Silica 12X,H-55-A-53,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Alfalfa,Liquid,Not Specified,H-55-A-54,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Amloki,Liquid,Embelica Officinalis 3X,H-55-A-55,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Sarsaparilla,Liquid,Not Specified,H-55-A-56,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Asoka/Jonosia Asoka,Liquid,Not Specified,H-55-A-57,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Kalamegh,Liquid,Not Specified,H-55-A-58,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Justicia Adhatoda (Bashak),Liquid,Not Specified,H-55-A-59,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Syzygium Jambolanum,Liquid,Not Specified,H-55-A-60,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Ginseng/Aralia Quinoquefolia,Liquid,Not Specified,H-55-A-61,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Globules,Tablet,Lactose + Purified Sugar,H-55-A-62,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Crataegus Oxyacantha,Liquid,Not Specified,H-55-A-63,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Ashwagandha,Liquid,Not Specified,H-55-A-64,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Lycopodium,Liquid,Not Specified,H-55-A-65,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Sabal Serrulata,Liquid,Not Specified,H-55-A-66,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Terminalia Arjuna,Liquid,Not Specified,H-55-A-67,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Gymnema Sylvestre,Liquid,Not Specified,H-55-A-68,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Fraxinus Americana,Liquid,Not Specified,H-55-A-69,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Echinacea Angustifolia,Liquid,Not Specified,H-55-A-70,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Arlia Racemosa,Liquid,Not Specified,H-55-A-71,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Borax,Liquid,Not Specified,H-55-A-72,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Sanguinaria Nitricum,Liquid,Sanguinaria Nit 3x,H-55-A-73,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Kurchi,Liquid,Not Specified,H-55-A-75,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Hamamelis Virginica,Liquid,Not Specified,H-55-A-76,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Colocynthis,Liquid,Not Specified,H-55-A-77,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Berberis Aquifolium,Liquid,Not Specified,H-55-A-78,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Berberis Vulgaris,Liquid,Not Specified,H-55-A-79,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Rauwolfia Serpentina,Liquid,Not Specified,H-55-A-80,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Plantago Major,Liquid,Not Specified,H-55-A-81,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Salix Nigra,Liquid,Not Specified,H-55-A-82,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Gossypium Herbaceum,Liquid,Not Specified,H-55-A-83,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Ceanothus Americanus,Liquid,Ceanothus Americanus,H-55-A-84,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Bryonia Alba,Liquid,Not Specified,H-55-A-85,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Millefolium,Liquid,Not Specified,H-55-A-86,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Cimicifuga Racemosa,Liquid,Not Specified,H-55-A-87,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Calotropis Gigantea,Liquid,Not Specified,H-55-A-88,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-55-A-89,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Apocynum Cannabinum,Liquid,Not Specified,H-55-A-90,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Tribulus Terrestris,Liquid,Not Specified,H-55-A-91,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Phytolacca Decandra,Liquid,Not Specified,H-55-A-92,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Carduus Marianus,Liquid,Not Specified,H-55-A-93,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Ocimum Sanctum,Liquid,Not Specified,H-55-A-94,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Hydrocotyle Asiatica,Liquid,Not Specified,H-55-A-95,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Urtica Urens,Liquid,Not Specified,H-55-A-96,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Viburnum Opulus,Liquid,Not Specified,H-55-A-97,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Cephalandra Indica,Liquid,Not Specified,H-55-A-98,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Chirata,Liquid,Not Specified,H-55-A-99,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Robinia Pseudacacia,Liquid,Robinia Pseudacacia,H-55-A-100,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Chionanthus Viorginica,Liquid,Not Specified,H-55-A-101,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Caulophyllum Thalictroides,Liquid,Not Specified,H-55-A-102,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Cassia Sophera,Liquid,Not Specified,H-55-A-103,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Rhus Toxicodendron,Liquid,Not Specified,H-55-A-104,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Psoralea Corylifolia (Babchi),Liquid,Psoralea Corylifolia,H-55-A-105,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Jaborandi,Liquid,Not Specified,H-55-A-106,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Kreosote,Liquid,Kreosote,H-55-A-107,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Passiflora Incarnata,Liquid,Not Specified,H-55-A-108,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Belladonna,Liquid,Not Specified,H-55-A-109,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Carica Papaya,Liquid,Not Specified,H-55-A-110,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Nuphar Luteum,Liquid,Not Specified,H-55-A-111,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Mullein (Verbascum Thapsus),Liquid,Not Specified,H-55-A-112,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Fine Relax,Drops,Alumina 5X + Bryonia Alba 5X + Colocynthis 6X + Graphitis 10X + Hydrastis Can 3X + Mag. Mur 12X + Nux Vomica 10X + Opium 30X + Plumbum 7X,H-55-A-74,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Arnica Montana,Liquid,Not Specified,H-55-A-01,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Avena Sativa,Liquid,Not Specified,H-55-A-02,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Apis Mellificia,Liquid,Not Specified,H-55-A-03,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Agnus Castus,Liquid,Not Specified,H-55-A-04,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Baptisia Tinctoria,Liquid,Not Specified,H-55-A-05,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Cina,Liquid,Not Specified,H-55-A-06,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Chinchona Officinalis,Liquid,Chinchona Officinalis  China,H-55-A-07,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Chelidonium Majus,Liquid,Not Specified,H-55-A-08,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Cantharis,Liquid,Not Specified,H-55-A-09,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Hydratis,Liquid,Not Specified,H-55-A-10,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Ipecac,Liquid,Ipecac,H-55-A-11,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Pulsatilla,Liquid,Not Specified,H-55-A-12,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Secale Cornutum,Liquid,Not Specified,H-55-A-13,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Turnera,Liquid,Turnera,H-55-A-14,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Teuricum Merum Verum,Liquid,Not Specified,H-55-A-15,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Thuja Occ,Liquid,Not Specified,H-55-A-16,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Calcarea Fluorica,Tablet,Calcarea Fluorica,H-55-A-17,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Calcarea Phosphorica,Tablet,Calcarea Phosphorica,H-55-A-18,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Calcarea Sulphorica,Tablet,Calcarea Sulphurica,H-55-A-19,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Ferrum Phosphoricum,Tablet,Ferrum Phosphoricum,H-55-A-20,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Kali Sulphuricum,Tablet,Kali Sulphuricum,H-55-A-21,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Magnesia Phosphorica,Tablet,Magnesia Phosphorica,H-55-A-22,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-55-A-23,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-55-A-24,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Natrum Sulpuricum,Tablet,Natrum Sulphuricum,H-55-A-25,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Silicea,Tablet,Silicea,H-55-A-26,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Aconite Napellus,Liquid,Not Specified,H-55-A-27,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Acid Phosphoricum,Liquid,Not Specified,H-55-A-28,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Blatta Orientalis,Liquid,Not Specified,H-55-A-29,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Calendula Off.,Liquid,Not Specified,H-55-A-30,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Nux Vomica,Liquid,Not Specified,H-55-A-31,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Kali Muriaticum,Tablet,Kali Muriaticum,H-55-A-32,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-55-A-33,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,FINE LICORINE,Liquid,Not Specified,H-55-A-34,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,FINE LIVER CARE,Syrup,Not Specified,H-55-A-35,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,R.COUGH,Syrup,Not Specified,H-55-A-36,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,FINE GASTO CARE,Syrup,Anacardium 4X + Arsenicum Alb 5X + Calarium 1X + Leonurus Cardiaca 1X + Nux Vomica 3X,H-55-A-37,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,SOLID GATO PAIN,Capsule,Not Specified,H-55-A-38,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,FINE DG-POWDER,Liquid,Not Specified,H-55-A-39,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,FINE G-SIL,Capsule,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-55-A-40,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,ALFA FINE,Syrup,Not Specified,H-55-A-41,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,VITA-FINE,Syrup,Alfalfa 1X + Cal Phos 8X + Cinchona off 2X + Ferrum Phos 8X + formic Acid 3X + Hydrastis Can 2X + Kali Phos 6X + Mag Phos 8X + Nat Phos 6X,H-55-A-42,Homeopathic,Not Specified
REFINE HOMOEO LABORATORY,FEVER REMEDY,Syrup,Not Specified,H-55-A-43,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Pusalltilla,Liquid,Not Specified,H-43-A-001,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Terminalia Arjuna,Liquid,Not Specified,H-38-A-002,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Nux Vomica,Liquid,Not Specified,H-38-A-003,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Aconite Napellus,Liquid,Not Specified,H-38-A-004,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,China Officinallis,Liquid,Chinchona Officinalis  China,H-38-A-005,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Jonosia Asoka,Liquid,Not Specified,H-38-A-006,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Belladona,Liquid,Not Specified,H-38-A-007,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Syzygium Jambolanum,Liquid,Not Specified,H-38-A-008,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Kaliphosphoricum 1X,Powder,Kali Phosphoricum,H-38-A-009,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Kali Muriatiacum 1X,Tablet,Kali Muriaticum,H-38-A-010,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Ferrum Phosphoricum 1X,Tablet,Ferrum Phosphoricum,H-38-A-011,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Calcarea flourica 1x,Tablet,Calcarea Fluorica,H-38-A-012,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Calcarea Phosphoricum 1X,Tablet,Calcarea Phosphorica,H-38-A-13,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Magnesia Phosphate 1X,Tablet,Magnesium Phosphate,H-38-A-14,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Kali Sulphurica 1X,Tablet,Kali Sulph 3X,H-38-A-15,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Calcarea Sulphurica 1X,Tablet,Calcarea Sulphurica,H-38-A-16,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Silicea 1X,Tablet,Silicea,H-38-A-17,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Natrum Sulphuricum 1X,Tablet,Natrum Sulphuricum,H-38-A-18,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Natrum Phosphoricum 1X,Tablet,Natrum Phosphoricum,H-38-A-19,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-38-A-20,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Asvagandha,Liquid,Aswagandha,H-38-A-021,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Avena Sativa,Liquid,Not Specified,H-38-A-022,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Medicago Sativa,Liquid,Medicago Sativa,H-38-A-23,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Berberix Vulgaris,Liquid,Not Specified,H-38-A-24,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Carica Papaya,Liquid,Not Specified,H-38-A-25,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Chelidonium Majus,Liquid,Not Specified,H-38-A-026,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Caledula Officinalis,Liquid,Not Specified,H-38-A-27,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Hydrastis Candensis,Liquid,Not Specified,H-38-A-28,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Justica Adhatoda,Liquid,Not Specified,H-38-A-028,Homeopathic,Not Specified
REMIDON HOMOEO LABORATORY,Kalamegh,Liquid,Not Specified,H-38-A-30,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Natrum Phosophoricum,Tablet,Natrum Phosphoricum,H-71-A-3,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Kali Phosophoricum,Tablet,Kali Phosphoricum,H-71-A-13,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Kali Sulphuricum,Tablet,Kali Sulphuricum,H-71-A-14,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-71-A-15,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Magnesstum Phosophoricum,Tablet,Magnesia Phosphorica,H-71-A-16,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Silicea,Tablet,Silicea,H-71-A-17,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Kali Muriaticum,Tablet,Kali Muriaticum,H-71-A-20,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-71-A-21,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Calcarea Flourica,Tablet,Calcarea Fluorica,H-71-A-22,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Natrum Muriaticum,Tablet,Natrum Muriaticum,H-71-A-23,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Santonine,Tablet,Santonine 1X,H-71-A-24,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Marcorues Solubilis,Tablet,Mercuris Solubilis 3X,H-71-A-18,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Heper Sulphuris,Tablet,Heper Sulphurics Calcareum,H-71-A-19,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Nux Vomica-Q,Liquid,Not Specified,H-71-A-6,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Andrograhis Paniculata,Liquid,Not Specified,H-71-A-5,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Chelidonium Majus,Liquid,Not Specified,H-71-A-7,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Avenasativa,Liquid,Not Specified,H-71-A-8,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Justicia Dhatoda,Liquid,Not Specified,H-71-A-9,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Syzgium Jambolanum,Liquid,Not Specified,H-71-A-11,Homeopathic,Not Specified
SUFIA & CO. (HOMOEO),Medicago Sativa(Alfafa),Liquid,Not Specified,H-71-A-12,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Aconite Nap,Liquid,Not Specified,H-13-A-001,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Arnica Mont,Liquid,Not Specified,H-13-A-002,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Avena Sativa,Liquid,Not Specified,H-13-A-003,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Bryonia Alb,Liquid,Not Specified,H-13-A-004,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Calendula,Liquid,Not Specified,H-13-A-005,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Cinchona Off,Liquid,Not Specified,H-13-A-006,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Crategus Oxyacantha,Liquid,Not Specified,H-13-A-007,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Drosera Rotundifolia,Liquid,Not Specified,H-13-A-008,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Hydrastis Candensis,Liquid,Not Specified,H-13-A-009,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Medicago Sativa,Liquid,Not Specified,H-13-A-010,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Nux Vomica,Liquid,Not Specified,H-13-A-011,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Thuja Occidentalis,Liquid,Not Specified,H-13-A-012,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Calcaria Phosphorica,Tablet,Calcarea Phosphorica,H-13-A-14,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Calcaria Fluorica,Tablet,Calcarea Fluorica,H-13-A-13,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-13-A-15,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Ferrus Phosphoricum,Tablet,Ferrum Phosphoricum,H-13-A-16,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Kali Muriaticum,Tablet,Kali Muriaticum,H-13-A-17,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-13-A-18,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Kali Sulphoricum,Tablet,Kali Sulphuricum,H-13-A-19,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Magnesia Phosphorica,Tablet,Magnesia Phosphorica,H-13-A-20,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-13-A-21,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Natrum,Tablet,Natrum Phosphoricum,H-13-A-22,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Natrum Sulphoricum,Tablet,Natrum Sulphuricum,H-13-A-23,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Silicea,Tablet,Silicea,H-13-A-24,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Agnus Castus,Liquid,Not Specified,H-13-A-25,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Amloki,Liquid,Not Specified,H-13-A-26,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Arjun,Liquid,Arjuna,H-13-A-27,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Asvagandha,Liquid,Not Specified,H-13-A-28,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Belladona,Liquid,Not Specified,H-13-A-29,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Berberis Vulgaris,Liquid,Not Specified,H-13-A-30,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Cantharis,Liquid,Not Specified,H-23-A-31,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Carduus Marianus,Liquid,Not Specified,H-13-A-32,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Cassia Sophera,Liquid,Not Specified,H-13-A-33,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Ceanothus Americanus,Liquid,Not Specified,H-13-A-34,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Chelidonium Majus,Liquid,Not Specified,H-13-A-35,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Echinacea Angustifolia,Liquid,Echinacea Angustifolia,H-13-A-36,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Fucus Vesiculosus,Liquid,Not Specified,H-13-A-37,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Gossypium Herbaceum,Liquid,Not Specified,H-13-A-38,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Hamamelis Virginica,Liquid,Not Specified,H-13-A-39,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Jonosia Ashoka,Liquid,Not Specified,H-13-A-40,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Justicia Adhatoda,Liquid,Not Specified,H-13-A-41,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Pinus Lamvertiana,Liquid,Not Specified,H-13-A-42,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Pulsatilla,Liquid,Not Specified,H-13-A-43,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Rauwolfia,Liquid,Not Specified,H-13-A-44,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Sabal Sarrulata,Liquid,Not Specified,H-13-A-45,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Salix Nigra,Liquid,Not Specified,H-13-A-46,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Secale Cornutum,Liquid,Not Specified,H-13-A-47,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Abroma Augusta Folia,Liquid,Not Specified,H-13-A-50,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Aegle Folia,Liquid,Not Specified,H-13-A-51,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Andrographis Paniculta,Liquid,Not Specified,H-13-A-53,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Apis Mellifica,Liquid,Not Specified,H-13-A-54,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Apocynum Cannabinum,Liquid,Not Specified,H-13-A-55,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Aralia Quinquefolia,Liquid,Aralia Quinquefolif,H-13-A-56,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Atista Indica,Liquid,Not Specified,H-13-A-57,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Bellis Perennis,Liquid,Not Specified,H-13-A-58,Homeopathic,Not Specified
THE GREEN HOMOEO LABORATORIES,Blatta Orientalis,Liquid,Not Specified,H-13-A-59,Homeopathic,Not Specified
